Username	UserID	Tweet	Reply_to	Location	Date	Year	Month	Tweet_Translated
LulalConsulting	464677528	💪💪💪Muy pronto regresara la alegría a nuestras vidas. 👏🏻👏🏻👏🏻#familia #quédateencasa #coronavirus #resistiré 		Albacete	Thu Apr 02 20:44:59 +0000 2020	2020	4	💪💪💪Very soon joy will return to our lives. 👏🏻👏🏻👏🏻 #family # stayteencasa #coronavirus # resistiré
RotadoSertao12	4365681436	"Casos de coronavírus no mundo chegam a 1 milhão

"			Thu Apr 02 20:44:59 +0000 2020	2020	4	Coronavirus cases in the world reach 1 million
DelWard9	1033833560342507520	"RT @RedTRaccoon: Georgia governor says he didn't know asymptomatic people could spread coronavirus.

Really!?!
 "		Scio, MI	Thu Apr 02 20:44:59 +0000 2020	2020	4	"RT @RedTRaccoon: Georgia governor says he didn't know asymptomatic people could spread coronavirus.

Really!?!"
uty_onuk	809167875424583681	RT @DokunOjomo: Coronavirus: Innoson seeks N4 billion loan to start producing ventilators 		Akwa Ibom, Nigeria	Thu Apr 02 20:44:59 +0000 2020	2020	4	RT @DokunOjomo: Coronavirus: Innoson seeks N4 billion loan to start producing ventilators
nathalia_canedo	4541755755	"RT @brumelianebrum: Bolsonaro, the pandemic’s number one global villain 
(my article in @guardian )
"			Thu Apr 02 20:44:59 +0000 2020	2020	4	"RT @brumelianebrum: Bolsonaro, the pandemic’s number one global villain 
(my article in @guardian )"
KoRiGAB	482491203	RT @Reuters: Kill the virus, not democracy - EU tells Hungary 		Hungary	Thu Apr 02 20:44:59 +0000 2020	2020	4	RT @Reuters: Kill the virus, not democracy - EU tells Hungary
ElleE61499757	1118606109084753921	Anyone ever travelled to India? Or Thailand? Or any other similar third world Asian country? “Lock down” is an impo… 			Thu Apr 02 20:44:59 +0000 2020	2020	4	Anyone ever travelled to India? Or Thailand? Or any other similar third world Asian country? “Lock down” is an impo…
MerleDiVita	28027353	"""Once things pick up, the second half of this year could see explosive growth as a result.” @LPLResearch Vice Presi… "		Ventura, CA	Thu Apr 02 20:44:59 +0000 2020	2020	4	"""Once things pick up, the second half of this year could see explosive growth as a result.” @LPLResearch Vice Presi…"
PalmsNC	980910144	The @PalmsNC  is glad to be partnered with Westside Friends to activate volunteers to support neighbors impacted by… 		Palms, Los Angeles	Thu Apr 02 20:44:59 +0000 2020	2020	4	The @PalmsNC  is glad to be partnered with Westside Friends to activate volunteers to support neighbors impacted by…
fuckingdias	922065885682126848	"RT @ComplexMusic: BREAKING: 6ix9ine has been released from prison.

More: "		hell	Thu Apr 02 20:44:59 +0000 2020	2020	4	"RT @ComplexMusic: BREAKING: 6ix9ine has been released from prison.

More:"
WhighamPhoto	19046999	"RT @DonaldJTrumpJr: Yikes! Why have the media not focused on this one? 

DCCC Chair Unloaded $50K in Stock After Coronavirus Briefing "		Nashville, Tennessee	Thu Apr 02 20:44:59 +0000 2020	2020	4	"RT @DonaldJTrumpJr: Yikes! Why have the media not focused on this one? 

DCCC Chair Unloaded $50K in Stock After Coronavirus Briefing"
vebber	29485482	RT @g1: Governo da Argentina impede demissões, dá desconto em contribuição e vai complementar salários #G1 		Florianópolis - SC	Thu Apr 02 20:44:59 +0000 2020	2020	4	RT @ g1: Argentine Government prevents layoffs, gives contribution discount and will complement salaries # G1
ShadowThi3f	27483370	RT @MartinSLewis: You’re legally entitled to cash refunds NOT vouchers from flight cancellations – read here for full details 		51.576626,-0.093371	Thu Apr 02 20:44:59 +0000 2020	2020	4	RT @MartinSLewis: You’re legally entitled to cash refunds NOT vouchers from flight cancellations – read here for full details
plant_123	3355966781	RT @seanhannity: Shipments of urns in Wuhan raise questions about China’s coronavirus reporting 			Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @seanhannity: Shipments of urns in Wuhan raise questions about China’s coronavirus reporting
Teknix_ST	1049478566	Bancos aplazarán controles biométricos por coronavirus: CNBV vía @El_Universal_Mx			Thu Apr 02 23:44:59 +0000 2020	2020	4	Banks will postpone biometric controls due to coronavirus: CNBV via @El_Universal_Mx
SocialistVoice	1833919200	"Coronavirus took hold in Britain earlier than thought, data reveals

Earliest death occurred on 28 February, almost… "		United Kingdom 🇬🇧	Thu Apr 02 23:44:59 +0000 2020	2020	4	"Coronavirus took hold in Britain earlier than thought, data reveals

Earliest death occurred on 28 February, almost…"
pineaire7477	925753322	RT @seanhannity: Shipments of urns in Wuhan raise questions about China’s coronavirus reporting 			Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @seanhannity: Shipments of urns in Wuhan raise questions about China’s coronavirus reporting
sbsun	36726529	San Bernardino County recommends covering face in public to avoid spreading coronavirus 		San Bernardino, CA	Thu Apr 02 23:44:59 +0000 2020	2020	4	San Bernardino County recommends covering face in public to avoid spreading coronavirus
thevirustracker	1232411091013177349	1,610 new cases and 37 new deaths in Turkey.  #coronavirus #COVID19 #CoronavirusOutbreak #CoronaVirusUpdates 		World	Thu Apr 02 23:44:59 +0000 2020	2020	4	1,610 new cases and 37 new deaths in Turkey.  #coronavirus #COVID19 #CoronavirusOutbreak #CoronaVirusUpdates
Priscil73389064	1048285881684152326	RT @GBNS2020: Brazil's Bolsonaro isolated, weakened by coronavirus denial 			Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @GBNS2020: Brazil's Bolsonaro isolated, weakened by coronavirus denial
eddigomamusic	1216619538	World Government : STOP Covid-19 Vaccine testing in Africa - Sign the Petition! via… 		London, UK	Thu Apr 02 23:44:59 +0000 2020	2020	4	World Government : STOP Covid-19 Vaccine testing in Africa - Sign the Petition! via…
keith_caughran	752132234681917440	@FinTechInnov8r @girltribeco @CarolinaFintech 	28266502.0	Charlotte, NC	Thu Apr 02 23:44:59 +0000 2020	2020	4	@FinTechInnov8r @girltribeco @CarolinaFintech
iamthecoolest1	700891353127882752	@maddow- EVEN COMPLETE IDIOTS, LIKE U, NEED TO LISTEN TO EACH &amp; EVERY PRESIDENT TRUMP CORONAVIRUS BREIFING, BECAUSE… 	16129920.0		Thu Apr 02 23:44:59 +0000 2020	2020	4	@maddow- EVEN COMPLETE IDIOTS, LIKE U, NEED TO LISTEN TO EACH &amp; EVERY PRESIDENT TRUMP CORONAVIRUS BREIFING, BECAUSE… 
VictorPiPiPio	782572299354460160	RT @abc13houston: Baylor College of Medicine wants patients hospitalized for COVID-19 to participate in treatment trial 		Houston, TX	Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @abc13houston: Baylor College of Medicine wants patients hospitalized for COVID-19 to participate in treatment trial
AquaStar4	800760259	RT @TheBabylonBee: New York To Raise Taxes On Coronavirus Causing It To Flee State 		USA	Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @TheBabylonBee: New York To Raise Taxes On Coronavirus Causing It To Flee State
Sphynxcoolcat	705866796956389377	RT @Investigator_51: Bozell Issues Open Letter to Trump: $75 Million in Coronavirus Bill Wasted on PBS 			Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @Investigator_51: Bozell Issues Open Letter to Trump: $75 Million in Coronavirus Bill Wasted on PBS
MezaQuetz	1192154098289668096	Basta de simulacros, los veracruzanos exigen apoyos económicos ante crisis del #coronavirus @CuitlahuacGJ… 			Thu Apr 02 23:44:59 +0000 2020	2020	4	Enough of drills, the people of Veracruz demand financial support in the face of the #coronavirus crisis @ CuitlahuacGJ ...
berriesandblood	214615758	RT @BarneyBlather: 		Houston USA	Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @BarneyBlather:
GomJarisbel	2999074037	RT @abc_es: 🔴#URGENTE Despliegue militar de EE.UU. frente a Venezuela en plena crisis por el coronavirus 			Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @abc_es: 🔴 # URGENT US military deployment against Venezuela in the midst of the coronavirus crisis
iaconstante	2836551183	RT @marciatiburi: Justiça determina que cultos religiosos não sejam considerados serviços essenciais via @UOLNotici…			Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @marciatiburi: Justice determines that religious services are not considered essential services via @ UOLNotici…
NavarroLeonard6	1078864035183976448	RT @FresnoBee: A 6-week-old dies of coronavirus in US. Here’s what we know about babies and COVID-19 		Fresno, CA	Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @FresnoBee: A 6-week-old dies of coronavirus in US. Here’s what we know about babies and COVID-19
extension13show	1000915467698139136	RT @spark_radio_net: Navy expected to relieve captain who raised alarm about COVID-19 on ship #NBC #Malliard 			Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @spark_radio_net: Navy expected to relieve captain who raised alarm about COVID-19 on ship #NBC #Malliard
Gabi_G_bril	2695490975	"RT @MobilePunch: COVID-19: FG regrets begging US billionaire for ventilators, deletes tweet
"			Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @MobilePunch: COVID-19: FG regrets begging US billionaire for ventilators, deletes tweet
TheBaldVegan	407759517	i'm tellin u, an infected mf could cough right in my face &amp; i wouldn't get coronavirus. srsly way 2 unlucky. those… 			Thu Apr 02 23:44:59 +0000 2020	2020	4	i'm tellin u, an infected mf could cough right in my face &amp; i wouldn't get coronavirus. srsly way 2 unlucky. those… 
WatsupAmericas	3771043037	Latest: COVID-19 vaccine sped up by NBA players 		The America's.	Thu Apr 02 23:44:59 +0000 2020	2020	4	Latest: COVID-19 vaccine sped up by NBA players
lsfox	19215170	RT @MaryMkrueger: How will the federal CARES Act help you financially during the COVID-19 pandemic? Our experts explain on fathom. 		Palo Alto, CA	Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @MaryMkrueger: How will the federal CARES Act help you financially during the COVID-19 pandemic? Our experts explain on fathom.
Hire_Ability	467262612	The Fair Work Commission plans to create unpaid ‘pandemic leave’ as well as introduce annual leave flexibility whic… 			Thu Apr 02 23:44:59 +0000 2020	2020	4	The Fair Work Commission plans to create unpaid ‘pandemic leave’ as well as introduce annual leave flexibility whic…
pablopg96	454062943	"Noche de Jueves Santo - Madrugá y Víctor García Rayo dándome la ojana de fondo.
Me cago en todos tus muertos, coron… "		SEVILLA, ESPAÑA	Thu Apr 02 23:44:59 +0000 2020	2020	4	"Maundy Thursday Night - Madrugá and Víctor García Rayo giving me the ojana in the background.
I shit on all your dead, coron ..."
EdwinRodrigoms	3219576683	RT @MashiRafael: Coronavirus en Ecuador: más de 700 muertes registradas en dos días 		Ecuador	Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @MashiRafael: Coronavirus in Ecuador: more than 700 deaths registered in two days
LondonMMNews	2955508228	RT @BBCNews: Coronavirus conman barges in on 83-year-old woman 		London	Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @BBCNews: Coronavirus conman barges in on 83-year-old woman
julia_esculta	482893945	RT @jmarcosso: TEORÍA: La serie entera de HIMYM ocurre en un mundo con la pandemia del Coronavirus 		📍madrid-hastings 	Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @jmarcosso: THEORY: The entire HIMYM series occurs in a world with the Coronavirus pandemic
FCeciliaLozano1	1102700337486454785	"#CuitlahuacHundeAVeracruz 
Reprueban ciudadanos a Cuitláhuac García Jiménez por ser el peor gobernador del país en… "			Thu Apr 02 23:44:59 +0000 2020	2020	4	"#CuitlahuacHundeAVeracruz
Citizens condemn Cuitláhuac García Jiménez for being the worst governor in the country in ..."
trumpathon	2303652506	Angular Coronavirus App In Tamil | Day – 1 | Angular Tutorial 			Thu Apr 02 23:44:59 +0000 2020	2020	4	Angular Coronavirus App In Tamil | Day – 1 | Angular Tutorial
MarySValente	968484678	RT @mckaycoppins: Refugee camps such as those in Bangladesh are a tinderbox for the spread of the coronavirus. Important story here: 			Thu Apr 02 23:44:59 +0000 2020	2020	4	RT @mckaycoppins: Refugee camps such as those in Bangladesh are a tinderbox for the spread of the coronavirus. Important story here:
AlternativloseI	827538922016223232	Global coronavirus pandemic, the definitive agenda of the New World Order #simplesharebuttons		Timişoara, România	Thu Apr 02 23:44:58 +0000 2020	2020	4	Global coronavirus pandemic, the definitive agenda of the New World Order #simplesharebuttons
clorisdelores	4818956213	RT @vanitaguptaCR: Jared Kushner. The Patron Saint of Unqualified White Men. 		Edgewater Beach, OH	Fri Apr 03 02:44:59 +0000 2020	2020	4	RT @vanitaguptaCR: Jared Kushner. The Patron Saint of Unqualified White Men.
StockSpiking	443520671	"Why the Global Recession Could Last a Long Time 🐌 為什麼全球經濟衰退會持續很長時間
"		Singapore	Fri Apr 03 02:44:59 +0000 2020	2020	4	Why the Global Recession Could Last a Long Time 🐌 Why the Global Recession Could Last a Long Time
GabyPdelD	955796343947251713	RT @FernandoROD_UY: Si todos usamos cubrebocas, nos protegemos de la pandemia | Periódico AM 		El pais soñado 	Fri Apr 03 02:44:59 +0000 2020	2020	4	RT @FernandoROD_UY: If we all wear face masks, we protect ourselves from the pandemic | AM newspaper
JRichSZN_v2	904368004921741313	"RT @XXL: #BREAKING: YNW Melly tests positive for coronavirus, to file request for restricted release from prison 
"			Fri Apr 03 02:44:59 +0000 2020	2020	4	RT @XXL: #BREAKING: YNW Melly tests positive for coronavirus, to file request for restricted release from prison
sonny1999	32463956	RT @charlesornstein: Yesterday, we crossed 5,000 COVID-19 deaths in the U.S. Tonight, we crossed 6,000. 😢 		Los Angeles, CA.	Fri Apr 03 02:44:59 +0000 2020	2020	4	RT @charlesornstein: Yesterday, we crossed 5,000 COVID-19 deaths in the U.S. Tonight, we crossed 6,000. 😢
OfficialLedel	220040281	"RT @868nathan: Being indoors by         Beings indoors 
choice.                        due to Covid-19 "		Where the wild things are 	Fri Apr 03 02:44:59 +0000 2020	2020	4	"RT @868nathan: Being indoors by         Beings indoors 
choice.                        due to Covid-19"
davidcorreiasi	857461442	paso a paso pintar con oleo #abril #3abril #covid19 #coronavirus #trabajadesdecasa… 		clic 👉👉💸	Fri Apr 03 02:44:59 +0000 2020	2020	4	step by step paint with oil #abril # 3abril # covid19 #coronavirus # work from home ...
rialvaca	142745234	RT @CNNEE: Uruguay suma 369 casos de coronavirus: 		America	Fri Apr 03 02:44:59 +0000 2020	2020	4	RT @CNNEE: Uruguay adds 369 cases of coronavirus:
bsekora	19762480	RT @DiamondandSilk: Remember: Pelosi Ripped SOTU Speech Where Trump Warned About COVID-19. 		ÜT: 40.305816,-79.580288	Fri Apr 03 02:44:59 +0000 2020	2020	4	RT @DiamondandSilk: Remember: Pelosi Ripped SOTU Speech Where Trump Warned About COVID-19.
RogerMcGregor3	1220011171362807808	RT @DearAuntCrabby: Trump's shameful Covid timeline. Share his shame! 		Chicopee, MA	Fri Apr 03 02:44:59 +0000 2020	2020	4	RT @DearAuntCrabby: Trump's shameful Covid timeline. Share his shame!
DrAbbasKadhim	2353719180	This @Reuters report is very weak, on several counts: no solid information, no actual data, no sources speaking on… 		Washington, DC	Fri Apr 03 02:44:59 +0000 2020	2020	4	This @Reuters report is very weak, on several counts: no solid information, no actual data, no sources speaking on…
02kk23	595291341	"RT @nikkeivdata: 新型コロナウイルスの感染者数は世界全体で100万人を突破しました。世界的な感染拡大は止まっていません。
#日経ビジュアルデータ #新型コロナウイルス感染
"		YOKOHAMA	Fri Apr 03 02:44:59 +0000 2020	2020	4	"RT @nikkeivdata: The number of people infected with the new coronavirus has exceeded 1 million worldwide. The spread of infection worldwide has not stopped.
#Nikkei Visual Data #New Coronavirus Infection"
yummy_peaches83	708286754	RT @ewarren: Donald Trump must re-open the federal Obamacare exchanges now to help Americans get the coverage they need. 		Texas	Fri Apr 03 02:44:59 +0000 2020	2020	4	RT @ewarren: Donald Trump must re-open the federal Obamacare exchanges now to help Americans get the coverage they need.
moontiger5735	1881402330	RT @callerdotcom: Coronavirus: Corpus Christi Fire captain to be tested; 5 firefighters in quarantine 			Fri Apr 03 02:44:59 +0000 2020	2020	4	RT @callerdotcom: Coronavirus: Corpus Christi Fire captain to be tested; 5 firefighters in quarantine
mstrcompletely	1107423275808755712	RT @RealSaavedra: BREAKING: Top Coronavirus Expert Cited By The Washington Post and MSNBC Says Virus Could Have Leaked From Wuhan Lab 		Los Angeles, CA	Fri Apr 03 02:44:59 +0000 2020	2020	4	RT @RealSaavedra: BREAKING: Top Coronavirus Expert Cited By The Washington Post and MSNBC Says Virus Could Have Leaked From Wuhan Lab
mermanda	16267501	"RT @RobertMaguire_: “It’s a joke,” said a top hospital executive, whose facilities are packed with coronavirus patients
"		Pittsburgh	Fri Apr 03 02:44:59 +0000 2020	2020	4	RT @RobertMaguire_: “It’s a joke,” said a top hospital executive, whose facilities are packed with coronavirus patients
Esther84731366	1082266421940445184	"RT @RWPUSA: Who put this guy in charge?
Pathetic.

Jared Kushner Is Going to Get Us All Killed "			Fri Apr 03 02:44:59 +0000 2020	2020	4	"RT @RWPUSA: Who put this guy in charge?
Pathetic.

Jared Kushner Is Going to Get Us All Killed"
Kim42159535	1057646359	"RT @marklevinshow: Thank you, Lost Dog and Cat, for saving so many dogs!  Check this out
"			Fri Apr 03 02:44:59 +0000 2020	2020	4	RT @marklevinshow: Thank you, Lost Dog and Cat, for saving so many dogs!  Check this out
xx_network	1159594007963455488	"""The coronavirus is accelerating and highlighting what I've called the 'meta issue of our times,"" says David Chaum,… "		Decentralized 	Fri Apr 03 02:44:59 +0000 2020	2020	4	"""The coronavirus is accelerating and highlighting what I've called the 'meta issue of our times,"" says David Chaum,…"
Holemba_san	1240972783443566593	There was a riot in Lae at Kamkumung and 2mile this morning by street sellers on the Chinese Shops due to Gov't dec… 		Papua New Guinea	Fri Apr 03 02:44:59 +0000 2020	2020	4	There was a riot in Law at Kamkumung and 2 mile this morning by street sellers on the Chinese Shops due to Gov't dec…
Yaboit80sbaby	3289251622	I still don’t understand how Trump and his team totally mismanaged, mishandled, &amp; misrepresented this coronavirus p… 		Joy Road 313 Detroit Westside 	Fri Apr 03 02:44:59 +0000 2020	2020	4	I still don’t understand how Trump and his team totally mismanaged, mishandled, &amp; misrepresented this coronavirus p… 
mgrimme	25222314	"RT @People4Bernie: Still think we don't need a 4th coronavirus stimulus, @GOPLeader?

"		Ozark, MO	Fri Apr 03 02:44:59 +0000 2020	2020	4	RT @People4Bernie: Still think we don't need a 4th coronavirus stimulus, @GOPLeader?
sistemaocesp	63136035	"BNDES lança página para divulgar medidas contra efeitos econômicos do coronavírus
"		São Paulo, Brasil	Fri Apr 03 02:44:59 +0000 2020	2020	4	BNDES launches page to publicize measures against economic effects of coronavirus
cinefuk	9224522	“Japan Prime Minister's coronavirus mask plan criticized as insufficient as emergency looms - CNN” 		Hakata	Fri Apr 03 02:44:59 +0000 2020	2020	4	“Japan Prime Minister's coronavirus mask plan criticized as insufficient as emergency looms - CNN”
Badbobby41	1093350502501371904	RT @TomFitton: EXCLUSIVE: #Coronavirus Expert Says Virus Could Have Leaked From Wuhan Lab 			Fri Apr 03 02:44:59 +0000 2020	2020	4	RT @TomFitton: EXCLUSIVE: #Coronavirus Expert Says Virus Could Have Leaked From Wuhan Lab
ThomasHalldor	1231428198312734720	Diagnosed with the coronavirus, 32-year-old L.A. woman dies next day 		Colorado, USA	Fri Apr 03 02:44:59 +0000 2020	2020	4	Diagnosed with the coronavirus, 32-year-old L.A. woman dies next day
baldie101	244753861	RT @JRubinBlogger: exactly - -&gt; 			Fri Apr 03 02:44:58 +0000 2020	2020	4	RT @JRubinBlogger: exactly - -&gt; 
kwesi_milano	240044280	RT @TheEconomist: Covid-19’s death toll appears higher than official figures suggest 		Under the Northern Lights 	Fri Apr 03 02:44:58 +0000 2020	2020	4	RT @TheEconomist: Covid-19’s death toll appears higher than official figures suggest
alemao1005	559178278	RT @SalvadorMIsabel: Esto escribe CNN: La dura realidad de Guayaquil frente al coronavirus – CNN 			Fri Apr 03 02:44:58 +0000 2020	2020	4	RT @SalvadorMIsabel: This is what CNN writes: The harsh reality of Guayaquil in the face of the coronavirus - CNN
MuttartP	1065733259387129856	RT @Brn2_Wander: VIDEO: Trump responds after Pelosi announces coronavirus committee via @realdennislynch			Fri Apr 03 02:44:58 +0000 2020	2020	4	RT @Brn2_Wander: VIDEO: Trump responds after Pelosi announces coronavirus committee via @realdennislynch
ANAMAUGE	259299823	RT @eluniversocom: Trabajadores de Disney entran a licencia forzada sin remuneración por el coronavirus ► 			Fri Apr 03 02:44:58 +0000 2020	2020	4	RT @eluniversocom: Disney workers enter forced leave without pay due to the coronavirus ►
richiex68	1647957468	RT @ZubyMusic: This is without a doubt the greatest thing to come out of this coronavirus pandemic... 🤣 			Fri Apr 03 02:44:58 +0000 2020	2020	4	RT @ZubyMusic: This is without a doubt the greatest thing to come out of this coronavirus pandemic... 🤣
notyetagm	190105262	RT @washingtonpost: As coronavirus surges in Florida, fears that action came too late 			Fri Apr 03 02:44:58 +0000 2020	2020	4	RT @washingtonpost: As coronavirus surges in Florida, fears that action came too late
RandyTindol	543063334	"Patriots..thru March 25th...
113,000 deaths seasonal flu, 
228,000 deaths Malaria
2 000,000 deaths by hunger
22,000… "			Fri Apr 03 02:44:58 +0000 2020	2020	4	"Patriots..thru March 25th...
113,000 deaths seasonal flu, 
228,000 deaths Malaria
2 000,000 deaths by hunger
22,000…"
rooxxi6	782676276611907584	Amén una oración por los enfermos del mundo de coronavirus 		Bogotá, D.C., Colombia	Fri Apr 03 02:44:58 +0000 2020	2020	4	Amen a prayer for the sick of the world of coronavirus
anaox_	2163563244	RT @BNODesk: BREAKING: More than 1 million confirmed cases of coronavirus worldwide 		tallahassee, fl ❤️	Fri Apr 03 02:44:58 +0000 2020	2020	4	RT @BNODesk: BREAKING: More than 1 million confirmed cases of coronavirus worldwide
johndavid61205	1100917624555347968	@2Ace3466 @TheMarkPantano 	1.197546543684866e+18		Fri Apr 03 02:44:58 +0000 2020	2020	4	@2Ace3466 @TheMarkPantano
davepermen	17051392	RT @ThePoke: BREAKING: Panic in White House as scientists confirm loss of taste could be symptom of COVID-19 		Switzerland	Fri Apr 03 05:44:59 +0000 2020	2020	4	RT @ThePoke: BREAKING: Panic in White House as scientists confirm loss of taste could be symptom of COVID-19
cult_anti	1110764327341117441	RT @Scavino45: Coronavirus (COVID-19): Small Business Guidance &amp; Loan Resources @SBAgov 		Chile	Fri Apr 03 05:44:59 +0000 2020	2020	4	RT @Scavino45: Coronavirus (COVID-19): Small Business Guidance &amp; Loan Resources @SBAgov 
GuardianAus	1092378031	Indigenous elders ask to be evacuated from remote communities over coronavirus fears 		Australia	Fri Apr 03 05:44:59 +0000 2020	2020	4	Indigenous elders ask to be evacuated from remote communities over coronavirus fears
edgarbenitezm	1694870684	RT @joseshidarta: El murciélago que transmite el coronavirus 		Santiago de Cali	Fri Apr 03 05:44:59 +0000 2020	2020	4	RT @joseshidarta: The bat that transmits the coronavirus
Divzi143	1224221154002386944	RT @republic: 'WHO? Call it China Health Organisation!': Japan makes big allegations amid Coronavirus 		India	Fri Apr 03 05:44:59 +0000 2020	2020	4	RT @republic: 'WHO? Call it China Health Organisation!': Japan makes big allegations amid Coronavirus
alvaroorlando3	620336817	RT @noticias_tvperu: EN VIVO| Estos son los datos generales sobre el #coronavirus en el Perú. #YoMeQuedoEnCasa #TVPerúNoticias 		Ica	Fri Apr 03 05:44:59 +0000 2020	2020	4	RT @noticias_tvperu: LIVE | These are the general data on #coronavirus in Peru. #I Stay at Home # TVPerúNoticias
aus_stockreport	84451789	#Nanosonics Ltd (ASX: NAN) has released a business update to the market, in light of #COVID19. Unaudited sales in t… 		Australia	Fri Apr 03 05:44:59 +0000 2020	2020	4	#Nanosonics Ltd (ASX: NAN) has released a business update to the market, in light of #COVID19. Unaudited sales in t…
LaVanguardia	74453123	En este estudio internacional han participado investigadores del Instituto de Bioingeniería de Catalunya 		Barcelona	Fri Apr 03 05:44:59 +0000 2020	2020	4	Researchers from the Instituto de Bioengineering de Catalunya have participated in this international study
WillSeattle	16645396	RT @Newsweek: Tucker Carlson doesn't think America should let medical experts make coronavirus decisions 		Seattle	Fri Apr 03 05:44:59 +0000 2020	2020	4	RT @Newsweek: Tucker Carlson doesn't think America should let medical experts make coronavirus decisions
7116181	1625420558	RT @Ruptly: #Dubai ambulance service installs 'Self-Sanitisation Walk' to protect medics from #coronavirus #UAE 			Fri Apr 03 05:44:59 +0000 2020	2020	4	RT @Ruptly: #Dubai ambulance service installs 'Self-Sanitisation Walk' to protect medics from #coronavirus #UAE
peganya	239026970	RT @ReutersJapan: コロナビール製造を一時停止、メキシコ政府が不要不急と認定 		コロナワールド	Fri Apr 03 05:44:59 +0000 2020	2020	4	RT @ReutersJapan: Corona beer production suspended, Mexican government recognized as unnecessary and urgent
PNPAbraBangued	2478131790	Pat Fidel Tingbawen  conducted visitation to the Barangay Covid Task Force at Calaba, Bangued, Abra and briefed the… 			Fri Apr 03 05:44:59 +0000 2020	2020	4	Pat Fidel Tingbawen  conducted visitation to the Barangay Covid Task Force at Calaba, Bangued, Abra and briefed the…
SusanDeSanti	1071490063	"RT @RWPUSA: Who put this guy in charge?
Pathetic.

Jared Kushner Is Going to Get Us All Killed "			Fri Apr 03 05:44:59 +0000 2020	2020	4	"RT @RWPUSA: Who put this guy in charge?
Pathetic.

Jared Kushner Is Going to Get Us All Killed"
prat59	43488815	RT @AJEnglish: India COVID-19 lockdown means no food, no work for rural poor 			Fri Apr 03 05:44:59 +0000 2020	2020	4	RT @AJEnglish: India COVID-19 lockdown means no food, no work for rural poor
Tech_Networks	174683705	Potential vaccine is in development for #COVID-19 using new, fast-growing tobacco plant technology, currently precl… 		Cambridge, United Kingdom	Fri Apr 03 05:44:59 +0000 2020	2020	4	Potential vaccine is in development for #COVID-19 using new, fast-growing tobacco plant technology, currently precl…
HR135790777	863656104911294465	"RT @nihonjintamasii: 全国のtwitterの皆さんへ、「意識調査」にご協力下さい

武漢・新型肺炎コロナウイルス感染

国内の感染者が３月28日１日で194人も感染確認



日本国民の命を守る為に、緊急事態宣言…"			Fri Apr 03 05:44:59 +0000 2020	2020	4	"RT @nihonjintamasii: Please cooperate with ""Awareness Survey"" to everyone on twitter nationwide.

Wuhan / Severe Acute Respiratory Syndrome Coronavirus Infection

As many as 194 infected people in Japan were confirmed on March 28th.



Declaration of emergency to protect the lives of the Japanese people ..."
OgelloSimon	1171390177434120194	@Gideon_Kitheka @HassanAliJoho @khalidjoho Quite true.. he has led from the front since day one of covid-19 unlike… 	3288685697.0		Fri Apr 03 05:44:59 +0000 2020	2020	4	@Gideon_Kitheka @HassanAliJoho @khalidjoho Quite true.. he has led from the front since day one of covid-19 unlike…
Masky_Jay_Hoody	86669274	RT @WashTimes: JUST IN: Navy reportedly to remove captain of coronavirus-stricken USS Theodore Roosevelt 			Fri Apr 03 05:44:59 +0000 2020	2020	4	RT @WashTimes: JUST IN: Navy reportedly to remove captain of coronavirus-stricken USS Theodore Roosevelt
ravirajspatil50	3228143624	"RT @BlrCityPolice: Defence Against Coronavirus: Know the nearest fever clinics!

#StayHomeStaySafe 
#ArrestCorona "		India	Fri Apr 03 05:44:59 +0000 2020	2020	4	"RT @BlrCityPolice: Defence Against Coronavirus: Know the nearest fever clinics!

#StayHomeStaySafe 
#ArrestCorona"
YuriThomas99	76999647	RT @sullydish: A nice filet. 		Los Angeles	Fri Apr 03 05:44:58 +0000 2020	2020	4	RT @sullydish: A nice filet.
MitoPaviuCurto	1044323786206646272	@PTnaCamara @CarlosZarattini @gleisi @enioverri @guimaraes13PT @padilhando @mariadorosario @ptbrasil… 	75031882.0	Inglaterra, Reino Unido	Fri Apr 03 05:44:58 +0000 2020	2020	4	@PTnaCamara @CarlosZarattini @gleisi @enioverri @ guimaraes13PT @padilhando @mariadorosario @ ptbrasil…
NeerGopal	722355275630514176	"RT @ani_digital: 400 COVID-19 cases with linkage to Tablighi Jamaat found: Health Ministry

Read @ANI Story | "		India	Fri Apr 03 05:44:58 +0000 2020	2020	4	"RT @ani_digital: 400 COVID-19 cases with linkage to Tablighi Jamaat found: Health Ministry

Read @ANI Story |"
