Username	UserID	Tweet	Reply_to	Location	Date	Coordinates	Tweet_Translated
bermudez381	1955381911	RT @ActualidadRT: Nuevo virus que se detectó en China se cobra sus primeras víctimas, ¿es una amenaza? 		el tigre ed anzoategui. VZLA	Sat Jan 18 21:43:34 +0000 2020		RT @NewsRT: A new virus that was detected in China claims its first victims, is it a threat?
R_ZenBo	1179202646672056320	RT @BuzzFeedScience: Three US Airports Will Start Screening For A Dangerous Chinese Virus via @dvergano		World Citizen	Sat Jan 18 23:59:35 +0000 2020		RT @BuzzFeedScience: Three US Airports Will Start Screening For A Dangerous Chinese Virus via @dvergano
Vania7Ortiz	3060043498	"RT @T13: 🦠 Qué se sabe sobre el coronavirus de China ""que habría afectado a cientos de personas""  » 
 "			Sat Jan 18 23:59:26 +0000 2020		"RT @ T13: 🦠 What is known about China's coronavirus ""which would have affected hundreds of people"" »"
larazoncom	955603915998982145	"BBC News Mundo - Qué se sabe sobre el coronavirus de China que ""puede haber afectado a cientos de personas"", según… "		Asunción, Paraguay	Sat Jan 18 23:59:04 +0000 2020		"BBC News World - What is known about the coronavirus in China that ""may have affected hundreds of people"", according to ..."
carlillosleon	92120424	Estados Unidos tomas medidas ante una posible epidemia respiratoria proveniente de Wuhan China. El coronavirus aler… 		Colombia. 	Sat Jan 18 23:58:47 +0000 2020		The United States takes action against a possible respiratory epidemic from Wuhan China. The coronavirus aller ...
phnxnorth	280658984	What you need to know: the mysterious coronavirus which led to worries of another SARS-like outbreak, via… 		Waterloo, Ontario	Sat Jan 18 23:58:29 +0000 2020		What you need to know: the mysterious coronavirus which led to worries of another SARS-like outbreak, via…
Mandelamen	135191649	RT @latimes: Q&amp;A: Will I be screened for coronavirus at the airport? 		Los Angeles, CA	Sat Jan 18 23:57:04 +0000 2020		RT @latimes: Q&amp;A: Will I be screened for coronavirus at the airport? 
JoeJust_Us	58743936			Limbo	Sat Jan 18 23:56:36 +0000 2020		
namichopper1	808866169734066176	RT @CTVNews: China's coronavirus cases likely grossly underestimated, study says 			Sat Jan 18 23:55:23 +0000 2020		RT @CTVNews: China's coronavirus cases likely grossly underestimated, study says
DawsonMdhoust	818660875259277313	RT @samike88: 			Sat Jan 18 23:53:32 +0000 2020		RT @samike88:
HLJ_25209	1553319793	China coronavirus: at least three suspected cases found in Shenzhen, Shanghai, sources say 			Sat Jan 18 23:52:21 +0000 2020		China coronavirus: at least three suspected cases found in Shenzhen, Shanghai, sources say
agobk	514688965	RT @bactiman63: China: Wuhan officials report 17 additional coronavirus cases 			Sat Jan 18 23:51:48 +0000 2020		RT @bactiman63: China: Wuhan officials report 17 additional coronavirus cases
Jaune_VG	1026683995877072896	WHO issues warning after 'mysterious' Chinese coronavirus spreads to Japan  		Salt Lake City, UT	Sat Jan 18 23:51:18 +0000 2020		WHO issues warning after 'mysterious' Chinese coronavirus spreads to Japan
AztecaNoticias	23377748	🔴#ALERTA en el mundo por la propagación de coronavirus. En México y EU ya se implementan protocolos en aeropuertos. 		México	Sat Jan 18 23:50:56 +0000 2020		🔴 # ALERT in the world for the spread of coronavirus. In Mexico and the US, protocols are already implemented at airports.
Brdcaster	195971292	RT @CBCWorldNews: China reports 4 more cases of new strain of coronavirus 		Toronto	Sat Jan 18 23:50:54 +0000 2020		RT @CBCWorldNews: China reports 4 more cases of new strain of coronavirus
HulpverleningNL	313901687	Hulpverlening: Nieuw aan verkoudheid en sars verwant coronavirus infecteert mensen in Azië 		Nederland	Sat Jan 18 23:50:03 +0000 2020		Relief: New coronavirus related to colds and sars infects people in Asia
PneumoniaWuhan	1214232500664295424	Is Wuhan's new coronavirus pneumonia epidemic controllable and controllable? Expert interpretation… 			Sat Jan 18 23:50:02 +0000 2020		Is Wuhan's new coronavirus pneumonia epidemic controllable and controllable? Expert interpretation…
CryptoChrisG	2598834794	RT @cheung_le: China coronavirus: at least three suspected cases in Shenzhen, Shanghai 來自 @scmpnews		https://www.btse.com/ref?c=TkN	Sat Jan 18 23:49:35 +0000 2020		RT @cheung_le: China coronavirus: at least three suspected cases in Shenzhen, Shanghai 來自 @scmpnews
CapitaloceNuke0	16267655	"RT @AnthropoceNuke0: ""WHO issues warning after 'mysterious' Chinese coronavirus spreads to Japan""  "		Texas, USA	Sat Jan 18 23:49:31 +0000 2020		"RT @AnthropoceNuke0: ""WHO issues warning after 'mysterious' Chinese coronavirus spreads to Japan"""
denio_vale	708296222105329666	"Japan and Thailand Confirm New Cases of Chinese Coronavirus
The two new patients will add to fears that the virus w… "		São Paulo, Brasil	Sat Jan 18 23:49:07 +0000 2020		"Japan and Thailand Confirm New Cases of Chinese Coronavirus
The two new patients will add to fears that the virus w…"
yamiltgodoy	319878097	RT @CaraotaDigital: Aeropuertos estadounidenses comenzarán a examinar a pasajeros que lleguen de #China | Entérate la razón 🌱			Sat Jan 18 23:48:17 +0000 2020		RT @CaraotaDigital: US airports will begin screening passengers arriving from #China | Find out the reason 🌱
SW_Toy_Cantina	1175427429042741248	"Have you ever seen Contagion (2011)?  Seems like it’s happening now! (I hope this stays a joke)

#contagion… "		New England, USA	Sat Jan 18 23:47:36 +0000 2020		"Have you ever seen Contagion (2011)?  Seems like it’s happening now! (I hope this stays a joke)

#contagion…"
Raymund94551089	1076567944996491265	RT @Luis90Rodrigu: Nuevo virus que se detectó en China se cobra sus primeras víctimas, ¿es una amenaza? - RT 			Sat Jan 18 23:47:20 +0000 2020		RT @ Luis90Rodrigu: A new virus that was detected in China claims its first victims, is it a threat? - RT
CheeWahTan2	1082852062663041024	"RT @hayesluk: wuhan report 19th jan #coronavirus

17 new cases. onset before 13th jan. 9 of them below 60yo, 8 of them above. "			Sat Jan 18 23:46:55 +0000 2020		"RT @hayesluk: wuhan report 19th jan #coronavirus

17 new cases. onset before 13th jan. 9 of them below 60yo, 8 of them above."
juanbraso	109941745	RT @ActualidadRT: Nuevo virus que se detectó en China se cobra sus primeras víctimas, ¿es una amenaza? 		Ituzaingó, Buenos Aires	Sat Jan 18 23:46:14 +0000 2020		RT @NewsRT: A new virus that was detected in China claims its first victims, is it a threat?
AnnaAnthro	192659552	RT @CTVMontreal: Trudeau Airport taking precautionary measures over coronavirus 		Montréal. Tio’tia:ke.	Sat Jan 18 23:45:49 +0000 2020		RT @CTVMontreal: Trudeau Airport taking precautionary measures over coronavirus
RichardRae	14792720	"Wow. The outbreak of coronavirus is pretty scary. Guess I’ll have to switch to drinking Tecate or Modelo.
#rimshot "		Indianapolis, IN, USA	Sat Jan 18 23:45:21 +0000 2020		"Wow. The outbreak of coronavirus is pretty scary. Guess I’ll have to switch to drinking Tecate or Modelo.
#rimshot"
foodevolutionph	4751570773	"Coronavirus: new disease spreading in Asia revives SARS fears

#FoodEvolutionNews"			Sat Jan 18 23:45:00 +0000 2020		"Coronavirus: new disease spreading in Asia revives SARS fears

#FoodEvolutionNews"
RozainiMR	94979739	RT @AJEnglish: Chinese report says Wuhan outbreak may be from new coronavirus 		Malaysia	Sat Jan 18 23:44:28 +0000 2020		RT @AJEnglish: Chinese report says Wuhan outbreak may be from new coronavirus
Elizabethorti35	383436803	Nuevo virus que se detectó en China se cobra sus primeras víctimas, ¿es una amenaza? - RT 		Mexico DF	Sat Jan 18 23:44:24 +0000 2020		New virus that was detected in China claims its first victims, is it a threat? - RT
Ritteesri	459224137	Top and U.S. to screen passengers for new China coronavirus at three airports 			Sat Jan 18 23:43:33 +0000 2020		Top and U.S. to screen passengers for new China coronavirus at three airports
Marisa_PRI_MT	248421560	Alerta por brote de neumonía provocada por nuevo virus 		México Distrito Federal	Sat Jan 18 23:43:25 +0000 2020		Alert for outbreak of pneumonia caused by new virus
jholstadvisers	859858890883833856	Concerns over new virus from China prompt rare airport screenings for some travelers  		Lakewood, CO	Sat Jan 18 23:43:16 +0000 2020		Concerns over new virus from China prompt rare airport screenings for some travelers
marcosarellano	23113271	China tem novos casos após 2ª morte em surto de coronavírus | Mundo | G1 		Orem, Utah	Sat Jan 18 23:43:09 +0000 2020		China has new cases after 2nd death in coronavirus outbreak | World | G1
BlackFionC	1182876900231790595	RT @CTVNews: China's coronavirus cases likely grossly underestimated, study says 		Hong Kong	Sat Jan 18 23:42:10 +0000 2020		RT @CTVNews: China's coronavirus cases likely grossly underestimated, study says
guirakhoo	2964936244				Sat Jan 18 23:41:13 +0000 2020		
notamused666	2725109187	RT @SCMPNews: China coronavirus: at least three suspected cases found in Shenzhen, Shanghai, sources say 		Earth	Sun Jan 19 11:59:14 +0000 2020		RT @SCMPNews: China coronavirus: at least three suspected cases found in Shenzhen, Shanghai, sources say
rainy_summer95	895937905276862464	"重症急性呼吸器症候群コロナウイルス（SARS-CoV）や中東呼吸器症候群コロナウイルス（MERS-CoV）は子供は感染しないか軽症で糖尿病や心疾患の大人が重症化するのね💦
日本には糖尿病の大人なんて沢山いるわ😰 
新型コロナウイル… "		Japan	Sun Jan 19 11:59:04 +0000 2020		"Severe Acute Respiratory Syndrome Coronavirus (SARS-CoV) and Middle East Respiratory Syndrome Coronavirus (MERS-CoV) do not infect children or are mild and make adults with diabetes and heart disease more severe 💦
There are many adults with diabetes in Japan 😰
New Corona Will ..."
lhk_adrian	1175377491843665920	RT @CTVNews: China's coronavirus cases likely grossly underestimated, study says 			Sun Jan 19 11:58:57 +0000 2020		RT @CTVNews: China's coronavirus cases likely grossly underestimated, study says
notamused666	2725109187	RT @SCMPNews: China coronavirus: four new cases confirmed in Wuhan, but study says 1,723 people may have symptoms 		Earth	Sun Jan 19 11:58:54 +0000 2020		RT @SCMPNews: China coronavirus: four new cases confirmed in Wuhan, but study says 1,723 people may have symptoms
thetribunechd	3046490198	"Indian school teacher becomes first foreigner to contract coronavirus in #China 
 "		Chandigarh	Sun Jan 19 11:58:34 +0000 2020		Indian school teacher becomes first foreigner to contract coronavirus in #China
Twheater2	1002918965549588481	Seventeen new cases of the pneumonia-like coronavirus have been identified in China, raising concerns the disease c… 			Sun Jan 19 11:58:00 +0000 2020		Seventeen new cases of the pneumonia-like coronavirus have been identified in China, raising concerns the disease c…
Mawunya_	1645736004	"RT @Mawunya_: Breaking news: China reports 17 new cases of (coronavirus) virus believed to be deadly and has already killed 2
"		Ghana	Sun Jan 19 11:57:44 +0000 2020		RT @Mawunya_: Breaking news: China reports 17 new cases of (coronavirus) virus believed to be deadly and has already killed 2
k29664911	3549429319	China coronavirus: Beijing breaks its silence, but only to 'deny rumours' – South China Morning Post 		America	Sun Jan 19 11:57:28 +0000 2020		China coronavirus: Beijing breaks its silence, but only to 'deny rumours' – South China Morning Post
Mawunya_	1645736004	"Breaking news: China reports 17 new cases of (coronavirus) virus believed to be deadly and has already killed 2
"		Ghana	Sun Jan 19 11:57:26 +0000 2020		Breaking news: China reports 17 new cases of (coronavirus) virus believed to be deadly and has already killed 2
pepottu	283118578	"RT @someone5963: 中国の新型肺炎ウイルスの感染者数が「最大で4500名」になっている可能性を英国の科学者たちが論文で発表 - 地球の記録 - アース・カタストロフ・レビュー

中国凶産党の巨大パンデミック隠蔽が期待通りの登場🦠😱 "		東の方　日出ずる国　千葉県	Sun Jan 19 11:57:15 +0000 2020		"RT @ someone5963: British scientists announce in a paper that the number of people infected with the new pneumonia virus in China may be ""up to 4500"" --Earth record --Earth Catastrophe Review

The huge pandemic concealment of the Chinese violent party appears as expected 🦠😱"
kamlinks_	912038975505825793	China reports 17 new cases of (coronavirus) virus believed to be deadly and has already killed 2… 		Ghana	Sun Jan 19 11:56:41 +0000 2020		China reports 17 new cases of (coronavirus) virus believed to be deadly and has already killed 2…
rfi_xue	3500145808	RT @RFI_Cn: 武汉肺炎：法国专家谈冠状病毒 		France	Sun Jan 19 11:56:23 +0000 2020		RT @RFI_Cn: Wuhan pneumonia: French experts talk about coronavirus
rfi_xue	3500145808	RT @RFI_TradCn: 武漢肺炎：法國專家談冠狀病毒 		France	Sun Jan 19 11:56:10 +0000 2020		RT @RFI_TradCn: Wuhan pneumonia: French experts talk about coronavirus
JackieHui9	1167605776044527617	RT @CTVNews: China's coronavirus cases likely grossly underestimated, study says 			Sun Jan 19 11:55:57 +0000 2020		RT @CTVNews: China's coronavirus cases likely grossly underestimated, study says
Forneve00695697	1196128994040565761	RT @CTVNews: China's coronavirus cases likely grossly underestimated, study says 			Sun Jan 19 11:55:55 +0000 2020		RT @CTVNews: China's coronavirus cases likely grossly underestimated, study says
MarcGozlan	2826292747	The likelihood of importation of cases of #nCoV2019 to the EU is considered to be low, but cannot be excluded. The… 		Paris, France	Sun Jan 19 11:55:51 +0000 2020		The likelihood of importation of cases of #nCoV2019 to the EU is considered to be low, but cannot be excluded. The…
RedHulk_Ross	984108032836718599	RT @ServativeCoin: @Crypto4Commerce @WeAreAlexJones Read the report we know #chinavirus cases are understated and w…		USA 	Sun Jan 19 11:55:42 +0000 2020		RT @ServativeCoin: @Crypto4Commerce @WeAreAlexJones Read the report we know #chinavirus cases are understated and w…
Rover829	126816712	Reuters: CHINA'S NATIONAL HEALTH COMMISSION SAYS SAYS WILL STEP UP MONITORING DURING LUNAR NEW YEAR IN RESPONSE TO… 	126816712.0	Beijing	Sun Jan 19 11:55:03 +0000 2020		Reuters: CHINA'S NATIONAL HEALTH COMMISSION SAYS SAYS WILL STEP UP MONITORING DURING LUNAR NEW YEAR IN RESPONSE TO…
rfi_xue	3500145808	武汉肺炎：法国专家谈冠状病毒 来自 @RFI_Cn		France	Sun Jan 19 11:54:59 +0000 2020		Wuhan pneumonia: French experts talk about coronavirus from @RFI_Cn
German28Miranda	775859699103117312	RT @guardian: Coronavirus: China reports 17 new cases of Sars-like mystery virus 			Sun Jan 19 11:54:34 +0000 2020		RT @guardian: Coronavirus: China reports 17 new cases of Sars-like mystery virus
LizDolphinfluff	2681647628	RT @CRTejada: More cases of the Wuhan flu reported. How far will this go? 		 Ginninderra Creek Canberra Oz	Sun Jan 19 11:53:58 +0000 2020		RT @CRTejada: More cases of the Wuhan flu reported. How far will this go?
politikpokercom	995039238772154368	Google News - 		Bonn, Germany	Sun Jan 19 11:53:36 +0000 2020		Google News -
ohmohm	14935588	RT @HuffPost: Three U.S. airports have begun screening airline passengers from central China, the apparent origin of the coronavirus. 		Thailand	Sun Jan 19 11:53:02 +0000 2020		RT @HuffPost: Three U.S. airports have begun screening airline passengers from central China, the apparent origin of the coronavirus.
rfi_xue	3500145808	武漢肺炎：法國專家談冠狀病毒 來自 @RFI_TradCn		France	Sun Jan 19 11:53:01 +0000 2020		Wuhan pneumonia: French experts talk about coronavirus from @RFI_TradCn
FranklinCheng1	1196682269613641728	RT @CTVNews: China's coronavirus cases likely grossly underestimated, study says 			Sun Jan 19 11:52:48 +0000 2020		RT @CTVNews: China's coronavirus cases likely grossly underestimated, study says
ocavalodelas	1176061146513727489	RT @tvi24ultimas: Já são mais de 60 os infetados na China com nova pneumonia viral 		Laranjeiro	Sun Jan 19 11:52:04 +0000 2020		RT @ tvi24ultimas: More than 60 infected in China with new viral pneumonia
HarlemGirl59	979516284	RT @guardian: Coronavirus: China reports 17 new cases of Sars-like mystery virus 		Prince George's County, MD	Sun Jan 19 11:52:01 +0000 2020		RT @guardian: Coronavirus: China reports 17 new cases of Sars-like mystery virus
HealthwireMedia	1104607579257425921	#CoronaVirus update: #China Reports 17 Fresh Cases of SARS-like Virus #outbreak #globalhealth  		New Delhi, India	Sun Jan 19 11:51:12 +0000 2020		#CoronaVirus update: #China Reports 17 Fresh Cases of SARS-like Virus #outbreak #globalhealth
RinconBiologia	937575277	Aumentan los casos de neumonía en China provocados por la nueva cepa del coronavirus 		Azuaga	Sun Jan 19 11:51:01 +0000 2020		Pneumonia cases on the rise in China caused by new strain of coronavirus
DelilahVeronese	1525512522	@WHO: Q: What can I do to protect myself from #coronavirus? A: 	14499829.0	Hells Hollow, NH	Sun Jan 19 11:51:00 +0000 2020		@WHO: Q: What can I do to protect myself from #coronavirus? A:
ClancyReports	33960482	China coronavirus: Beijing breaks its silence, but only to ‘deny rumours’ via @scmpnews		Atlanta, GA U.S.A.	Sun Jan 19 11:50:33 +0000 2020		China coronavirus: Beijing breaks its silence, but only to ‘deny rumours’ via @scmpnews
wQok8v3gG6dTOJx	910472693958434816	RT @RFI_Cn: 武汉肺炎：法国专家谈冠状病毒 		Sun 	Sun Jan 19 11:50:31 +0000 2020		RT @RFI_Cn: Wuhan pneumonia: French experts talk about coronavirus
sologistpai	713418053237743616	"RT @NewsBlogged: #Coronavirus #China reports 17 new cases of Sars-like mystery virus 

"		Newport, RI	Sun Jan 19 11:50:30 +0000 2020		RT @NewsBlogged: #Coronavirus #China reports 17 new cases of Sars-like mystery virus
WIONews	711760467383877632	"Watch | #India issues travel advisory to #China in wake of #coronavirus spread

Sick travellers asked to seek medic… "		India	Sun Jan 19 11:50:00 +0000 2020		"Watch | #India issues travel advisory to #China in wake of #coronavirus spread

Sick travellers asked to seek medic…"
sidneysittonU	870614184	"BBC News Mundo - Qué se sabe sobre el coronavirus de China que ""puede haber afectado a cientos de personas"", según… "		Panamá	Sun Jan 19 11:49:43 +0000 2020		"BBC News World - What is known about the coronavirus in China that ""may have affected hundreds of people"", according to ..."
RFI_TradCn	29492916	武漢肺炎：法國專家談冠狀病毒 		法國 巴黎	Sun Jan 19 11:49:03 +0000 2020		Wuhan pneumonia: French experts talk about coronavirus
RFI_Cn	20845447	武汉肺炎：法国专家谈冠状病毒 		法国 巴黎	Sun Jan 19 11:49:03 +0000 2020		Wuhan pneumonia: French experts talk about coronavirus
HeiSchonin	4891172542	#Coronavirus breitet sich aus.  		Bayern, Deutschland	Sun Jan 19 15:59:49 +0000 2020		#Coronavirus is spreading.
ellahoward271	4839872717	"BBC News - New coronavirus 'preventable and controllable', China says 
""There have been more… "		United States	Sun Jan 19 15:58:31 +0000 2020		"BBC News - New coronavirus 'preventable and controllable', China says 
""There have been more…"
ricekink	844312527714598912	"já que nossos jornais pedem registro, aqui pra ler

e aparentemente tem caso na Tailândia e Japão 

Coronavirus: mo… "		ENG/PT-BR don't be shy (•́⌄•́๑	Sun Jan 19 15:58:23 +0000 2020		"since our newspapers ask for registration, here to read

and apparently it has a case in Thailand and Japan

Coronavirus: mo…"
teleSURtv	45013575	Las autoridades sanitarias de la ciudad de Wuhan, #China🇨🇳, informaron que el número de personas infectadas con el… 		Caracas	Sun Jan 19 15:58:11 +0000 2020		The health authorities of the city of Wuhan, # China🇨🇳, reported that the number of people infected with the ...
EfaviRENZO	563589223	RT @CRTejada: More cases of the Wuhan flu reported. How far will this go? 			Sun Jan 19 15:58:00 +0000 2020		RT @CRTejada: More cases of the Wuhan flu reported. How far will this go?
asesorpolitico	75070810	China reporta 17 nuevos casos de coronavirus, Wuhan restringe grandes aglomeraciones  		Utopía 	Sun Jan 19 15:57:46 +0000 2020		China reports 17 new coronavirus cases, Wuhan restricts large crowds
Mayahach	3413430107	Tunisie : Appel à la vigilance après l'apparition de cas de coronavirus en Chine via @webdo_tn		Tunisie	Sun Jan 19 15:57:41 +0000 2020		Tunisia: Call for vigilance after the appearance of coronavirus cases in China via @webdo_tn
Mineard	132323259	RT @CGTNOfficial: The novel coronavirus outbreak explained 			Sun Jan 19 15:57:26 +0000 2020		RT @CGTNOfficial: The novel coronavirus outbreak explained
for_thompson	1025933393584898048			United States	Sun Jan 19 15:56:46 +0000 2020		
twosheeep1	805217171089608707	China reports 17 new cases of mysterious coronavirus - CP24 Toronto's Breaking News -  		Toronto, Ontario	Sun Jan 19 15:56:20 +0000 2020		China reports 17 new cases of mysterious coronavirus - CP24 Toronto's Breaking News -
hautpanel	991012894346219520	Chine : Au total 62 patients infectés par une maladie virale appartenant à la grande famille des coronavirus… 		Democratic Republic of Congo	Sun Jan 19 15:56:00 +0000 2020		China: A total of 62 patients infected with a viral disease belonging to the large family of coronaviruses ...
fcomorales76	131522656	Alerta en el mundo: Coronavirus de China se expande a otros países 		Culiacán Sinaloa	Sun Jan 19 15:55:35 +0000 2020		Worldwide alert: China's coronavirus spreads to other countries
manipalblog	196050479	"RT @hayesluk: wuhan report 19th jan #coronavirus

17 new cases. onset before 13th jan. 9 of them below 60yo, 8 of them above. "		Manipal	Sun Jan 19 15:55:24 +0000 2020		"RT @hayesluk: wuhan report 19th jan #coronavirus

17 new cases. onset before 13th jan. 9 of them below 60yo, 8 of them above."
AK34334951	1218486942410502146	"RT @aajtak: इस जानलेवा वायरस को लेकर केंद्रीय स्वास्थ्य मंत्रालय अलर्ट, रख रहा निगरानी
"		Manchester, England	Sun Jan 19 15:55:07 +0000 2020		RT @aajtak: Union Health Ministry alerts, keeping watch over this deadly virus
CuradasVE	967020674723217408	"El  coronavirus de China puede haber afectado a cientos de personas
"		Venezuela	Sun Jan 19 15:55:00 +0000 2020		China's coronavirus may have affected hundreds of people
DButler1958	920326607558135809	China to step up countermeasures as virus outbreak grows #China #Coronavirus #Health #WorldNews		Texas, USA	Sun Jan 19 15:54:48 +0000 2020		China to step up countermeasures as virus outbreak grows #China #Coronavirus #Health #WorldNews
ilpiccologiulio	3331127301	Cina, allarme coronavirus: “Possibili 1700 casi di infezione” via @yahoo_italia			Sun Jan 19 15:54:12 +0000 2020		"China, coronavirus alarm: ""Possible 1700 cases of infection"" via @yahoo_italia"
arunviro	2519521015	"RT @hayesluk: wuhan report 19th jan #coronavirus

17 new cases. onset before 13th jan. 9 of them below 60yo, 8 of them above. "		MIV, Manipal 	Sun Jan 19 15:53:41 +0000 2020		"RT @hayesluk: wuhan report 19th jan #coronavirus

17 new cases. onset before 13th jan. 9 of them below 60yo, 8 of them above."
slimchick1900	108912964	RT @BBCScienceNews: New coronavirus 'preventable and controllable', China says 		Trinidad	Sun Jan 19 15:52:12 +0000 2020		RT @BBCScienceNews: New coronavirus 'preventable and controllable', China says
hongkongerxxx	1179059308597665792	RT @guardian: Coronavirus: China reports 17 new cases of Sars-like mystery virus 			Sun Jan 19 15:51:47 +0000 2020		RT @guardian: Coronavirus: China reports 17 new cases of Sars-like mystery virus
owenhenriquez	70812648	RT @Apuntoenlinea: Alertaron de 17 nuevos casos relacionados con el coronavirus en China 		Maracaibo	Sun Jan 19 15:51:37 +0000 2020		RT @Apuntoenlinea: They alerted to 17 new cases related to the coronavirus in China
Victor_Cass	49905400	RT @latimes: Q&amp;A: Will I be screened for coronavirus at the airport? 		Pasadena, CA, USA 🌹	Sun Jan 19 15:51:24 +0000 2020		RT @latimes: Q&amp;A: Will I be screened for coronavirus at the airport? 
GMA	22650211	New cases of deadly mystery virus; global effort is underway to contain the coronavirus, which the CDC is monitorin… 		New York, NY	Sun Jan 19 15:51:12 +0000 2020		New cases of deadly mystery virus; global effort is underway to contain the coronavirus, which the CDC is monitorin…
head_leopard	1210764895345496065	"Officials in Wuhan, China say that immigration control has been implemented for new coronavirus pneumonia
中國武漢稱已就新型… "		西藏	Sun Jan 19 15:51:12 +0000 2020		"Officials in Wuhan, China say that immigration control has been implemented for new coronavirus pneumonia
Wuhan, China said that it has already..."
tempestrumpet	3881917696	#ndtv Indian In Treatment For Infection Earlier Thought To Be SARS-Like Virus In China - NDTV… 			Sun Jan 19 15:50:53 +0000 2020		#ndtv Indian In Treatment For Infection Earlier Thought To Be SARS-Like Virus In China - NDTV…
HealthT21793947	1147707158709981184	China to step up countermeasures as virus outbreak grows China to step up countermeasures a… 			Sun Jan 19 15:50:38 +0000 2020		China to step up countermeasures as virus outbreak grows China to step up countermeasures a…
HealthT21793947	1147707158709981184	New coronavirus outbreak in Chinese city of Wuhan New coronavirus outbreak in Chinese city… 			Sun Jan 19 15:50:37 +0000 2020		New coronavirus outbreak in Chinese city of Wuhan New coronavirus outbreak in Chinese city…
olivalbartley	243535140	Here's @EcoHealthNYC's @nycbat discussing the coronavirus now emerging from China on @SRF's science-themed news mag… 		Munich, Germany	Sun Jan 19 15:50:28 +0000 2020		Here's @EcoHealthNYC's @nycbat discussing the coronavirus now emerging from China on @SRF's science-themed news mag…
Elixzh1	1127291284404744193	"⭕️🗞️#China reporta 17 nuevos casos de #coronavirus
Los 17 nuevos pacientes comenzaron a mostrar síntomas como fiebr… "			Sun Jan 19 15:50:16 +0000 2020		"⭕️🗞️ # China reports 17 new cases of #coronavirus
The 17 new patients began to show symptoms such as fever."
HinkleyPoint1	1156182287412862976	RT @DrRimmer: Coronavirus: China reports 17 new cases of Sars-like mystery virus #health #access2meds		Poole, Dorset	Sun Jan 19 15:50:05 +0000 2020		RT @DrRimmer: Coronavirus: China reports 17 new cases of Sars-like mystery virus #health #access2meds
Rasa171a	749133664609382406	"New coronavirus 'preventable and controllable', China says
"		🕊📣🕊📣	Sun Jan 19 15:49:44 +0000 2020		New coronavirus 'preventable and controllable', China says
alejandraphi	3343476934	Situación #epidemiológica del #VIRUS #Coronavirus actualmente.  Tomar precauciones básicas al viajar a esos países 		Santiago,Chile	Sun Jan 19 15:49:16 +0000 2020		# Epidemiological situation of #VIRUS #Coronavirus currently. Take basic precautions when traveling to those countries
rheytah	36833311	BBC News - New coronavirus 'preventable and controllable', China says 		Ottawa, Canada	Sun Jan 19 15:49:03 +0000 2020		BBC News - New coronavirus 'preventable and controllable', China says
Ciseron9	225947803	RT @lopezdoriga: #LoMásLeído OMS activa alerta mundial en hospitales por nuevo coronavirus 		México	Sun Jan 19 21:59:59 +0000 2020		RT @lopezdoriga: # LoMásLeido WHO activates global alert in hospitals for new coronavirus
PeremiquelPaula	1470104586	RT @carlosabel2010: La historia se repite: ¿un nuevo coronavirus en China? por Ignacio López-Goñi @sinpermisoinfo 		Barcelona, Catalonia	Sun Jan 19 21:59:56 +0000 2020		RT @ carlosabel2010: History repeats itself: a new coronavirus in China? by Ignacio López-Goñi @sinpermisoinfo
honichi_lab	763194096772980736	海外からの招かれざる客「新型コロナウィルス」春節パンデミックは大丈夫？インバウンド市場盛り上がりの裏側で、リスクをどうとらえるべきか 			Sun Jan 19 21:59:26 +0000 2020		"Uninvited guests from overseas ""New Coronavirus"" Is the Chinese New Year pandemic okay? How to perceive risk behind the rise of the inbound market"
WHO	14499829	"RT @WHO: Q: What can I do to protect myself from #coronavirus?

A: "		Geneva, Switzerland	Sun Jan 19 21:59:22 +0000 2020		"RT @WHO: Q: What can I do to protect myself from #coronavirus?

A:"
Susan78English	996759984124911616	"1,723 people likely infected by mystery virus

"		New Jersey, USA	Sun Jan 19 21:59:21 +0000 2020		1,723 people likely infected by mystery virus
dhargravepr	778732058	RT @CTV_AvisFavaro: Surge of newly confirmed Wuhan coronavirus outbreak quadruples, spreads within China | CIDRAP 			Sun Jan 19 21:58:54 +0000 2020		RT @CTV_AvisFavaro: Surge of newly confirmed Wuhan coronavirus outbreak quadruples, spreads within China | CIDRAP
ETakaqu	1195471011803566080	"South China Morning Post
中国コロナウイルス：国立疾病管理センターは、新しいウイルスは「SARSではない」。武漢以外の症例の隠蔽は否定。
しかし、疑わしい症例が報告されたと考えている上海の医師は、肺炎の大発… "			Sun Jan 19 21:58:31 +0000 2020		"South China Morning Post
China Coronavirus: The National Center for Disease Control and Prevention says the new virus is ""not SARS."" Concealment of cases other than Wuhan is denied.
However, a Shanghai doctor who believes that a suspicious case has been reported has an outbreak of pneumonia ..."
PhilDeCarolis	20715638	"RT @RT_com: 136 new cases of new strain of coronavirus diagnosed, bringing the total to 198

"		Southern California, U.S.	Sun Jan 19 21:58:31 +0000 2020		RT @RT_com: 136 new cases of new strain of coronavirus diagnosed, bringing the total to 198
selberan	92721492	"RT @RT_com: 136 new cases of new strain of coronavirus diagnosed, bringing the total to 198

"		INDIA,KERALA,KOLLAM.UAE	Sun Jan 19 21:58:14 +0000 2020		RT @RT_com: 136 new cases of new strain of coronavirus diagnosed, bringing the total to 198
