index	Username	UserID	Tweet	Location	Date	Year	Month	Tweet_Translated	Tweets_Clean	Latitude	Longitude
8767	svolkens	26708427	The art of saying sorry but not actually taking any ownership or responsibility for anything -  #ScottyFromMarketing 	Sydney, New South Wales	Sat Aug 15 05:44:31 +0000 2020	2020	8	The art of saying sorry but not actually taking any ownership or responsibility for anything -  #ScottyFromMarketing 	art saying sorry actually taking ownership responsibility anything #scottyfrommarketing	-33.8548157	151.2164539
8768	FriedasMom7	950072516118114304	Jeremy Clarkson reveals heartwarming plan to help elderly amid COVID 19 	The State of Decline	Sat Aug 15 05:44:29 +0000 2020	2020	8	Jeremy Clarkson reveals heartwarming plan to help elderly amid COVID 19 	jeremy clarkson reveals heartwarming plan help elderly amid	6.3009146	-70.3821147
8769	hazard_damien	1056989212052881408	"RT @PaulMeekPerth: Aged care is imploding before our eyes and no one is doing anything, no one is doing enough 😭

"	Sydney, New South Wales	Sat Aug 15 05:44:28 +0000 2020	2020	8	"RT @PaulMeekPerth: Aged care is imploding before our eyes and no one is doing anything, no one is doing enough 😭

"	@paulmeekperth aged care imploding eyes one anything one enough 😭	-33.8548157	151.2164539
8770	Bart29847467	1083362480578007041	RT @FatEmperor: Super article, explains so much. 		Sat Aug 15 05:44:26 +0000 2020	2020	8	RT @FatEmperor: Super article, explains so much. 	@fatemperor super article explains much	No latitude	No longitude
8771	AZitler	1188358800115408896	@EDP24 no , not because of #coronavirus but because the politicians and fear media have played you like a pawn , as… 		Sat Aug 15 05:44:26 +0000 2020	2020	8	@EDP24 no , not because of #coronavirus but because the politicians and fear media have played you like a pawn , as… 	@edp24 politicians fear media played like pawn	No latitude	No longitude
8772	Feejii2	999408487619850242	RT @jsolomonReports: Chicago spent nearly $120 million on 4 coronavirus facilities to treat a total of 38 patients | Just The News 	Richland, MI	Sat Aug 15 05:44:26 +0000 2020	2020	8	RT @jsolomonReports: Chicago spent nearly $120 million on 4 coronavirus facilities to treat a total of 38 patients | Just The News 	@jsolomonreports chicago spent nearly 120 million facilities treat total 38 patients news	38.7060457	-88.0949352
8773	modi_2_	1135264465174388736	"MODI 2,
Coronavirus: How Covid-19 has changed the 'big fat Indian wedding'  "		Sat Aug 15 05:44:26 +0000 2020	2020	8	"MODI 2,
Coronavirus: How Covid-19 has changed the 'big fat Indian wedding'  "	modi changed big fat indian wedding	No latitude	No longitude
8774	Bosveldklong	43661220	"RT @eNCA: [ANALYSIS] When will a coronavirus vaccine be ready?

"	Bloemfontein, South Africa	Sat Aug 15 05:44:22 +0000 2020	2020	8	"RT @eNCA: [ANALYSIS] When will a coronavirus vaccine be ready?

"	@enca analysis vaccine ready	-29.116395	26.215496
8775	rtoledosj	335097221	[FIRST PERSON] An open letter to Mayor Kit Nieto 	Davao City, Davao Region	Sat Aug 15 05:44:22 +0000 2020	2020	8	[FIRST PERSON] An open letter to Mayor Kit Nieto 	first person open letter mayor kit nieto	7.0644576	125.6083647
8776	elenaevdokimov7	3397244179	"RT @SputnikInt: COVID-19 UPDATES: Number of cases in Latin America exceeds 6 mln, Reuters tally finds 

#SputnikUpda…"		Sat Aug 15 05:44:19 +0000 2020	2020	8	"RT @SputnikInt: COVID-19 UPDATES: Number of cases in Latin America exceeds 6 mln, Reuters tally finds 

#SputnikUpda…"	@sputnikint updates number cases latin america exceeds mln reuters tally finds #sputnikupda	No latitude	No longitude
8777	TTBl3ss3dGlotN	1266765193092018177	RT @BusyDrT: China says frozen chicken wings from Brazil test positive for coronavirus via @business	Imperial, CA	Sat Aug 15 05:44:18 +0000 2020	2020	8	RT @BusyDrT: China says frozen chicken wings from Brazil test positive for coronavirus via @business	@busydrt china says frozen chicken wings brazil test positive @business	51.346117	-105.4355653
8778	Grumpypeet	492040007	"RT @ExpressandStar: An outbreak of coronavirus has been linked to a DPD hub in Oldbury after 19 workers tested positive.

"		Sat Aug 15 05:44:18 +0000 2020	2020	8	"RT @ExpressandStar: An outbreak of coronavirus has been linked to a DPD hub in Oldbury after 19 workers tested positive.

"	@expressandstar outbreak linked dpd hub oldbury workers tested positive	No latitude	No longitude
8779	SGLocalNews	704777779506601985	Coronavirus stays viable on chilled food for 3 weeks, but risk of getting infected very low 		Sat Aug 15 05:44:17 +0000 2020	2020	8	Coronavirus stays viable on chilled food for 3 weeks, but risk of getting infected very low 	stays viable chilled food weeks risk getting infected low	No latitude	No longitude
8780	CraigJetMetFan	122632706	"@realDonaldTrump @NYCPBA 171,535 #Americans

“maybe (masks are) great, and maybe they’re just good. Maybe they’re n… "	West Orange, NJ	Sat Aug 15 05:44:16 +0000 2020	2020	8	"@realDonaldTrump @NYCPBA 171,535 #Americans

“maybe (masks are) great, and maybe they’re just good. Maybe they’re n… "	@realdonaldtrump @nycpba 171,535 #americans maybe masks great maybe good maybe n	40.7987113	-74.2390353
8781	Shubham68730139	1268011358404202496	Reaction when my college asked Rs95000 as college fees during COVID-19. Are you delivering college facilities to my… 		Sat Aug 15 05:44:59 +0000 2020	2020	8	Reaction when my college asked Rs95000 as college fees during COVID-19. Are you delivering college facilities to my… 	reaction college asked rs95000 college fees delivering college facilities	No latitude	No longitude
8782	138teacher	2779308451	RT @FOX4: ‘The worst fall from a public health perspective’: CDC director warns of dual threat of COVID-19 and flu 	Fort Worth, TX	Sat Aug 15 05:44:59 +0000 2020	2020	8	RT @FOX4: ‘The worst fall from a public health perspective’: CDC director warns of dual threat of COVID-19 and flu 	@fox4 worst fall public health perspective cdc director warns dual threat flu	32.753177	-97.3327459
8783	PwC_Suomi	2292555902	Skeptical execs who previously viewed #WorkFromHome as unproductive have softened their views amid COVID-19 lockdow… 	Finland	Sat Aug 15 05:44:59 +0000 2020	2020	8	Skeptical execs who previously viewed #WorkFromHome as unproductive have softened their views amid COVID-19 lockdow… 	skeptical execs previously viewed #workfromhome unproductive softened views amid lockdow	63.2467777	25.9209164
8784	storyofjcp	961739305545760768	My pops got COVID &amp; is age 60. I call him to check on him &amp; this was his response: “I’m fine, this shit is made in… 	Richmond, VA	Sat Aug 15 05:44:59 +0000 2020	2020	8	My pops got COVID &amp; is age 60. I call him to check on him &amp; this was his response: “I’m fine, this shit is made in… 	pops got age 60 call check response fine shit made	37.5385087	-77.43428
8785	LvarezBegoa	1662350581	RT @A3Noticias: Israel desarrolla una prueba de #coronavirus que tarda menos de un segundo en dar un resultado y por solo 0,21 euros 	El Astillero, España	Sat Aug 15 05:44:59 +0000 2020	2020	8	RT @ A3Noticias: Israel develops a #coronavirus test that takes less than a second to give a result and for only 0.21 euros	a3noticias israel develops test takes less second give result 0.21 euros	43.4001931	-3.8185789
8786	JDBrooks015	1044753696	RT @kare11: The Minnesota Department of Health reported 738 new COVID-19 cases and eight deaths today. 	Sioux Falls	Sat Aug 15 05:44:58 +0000 2020	2020	8	RT @kare11: The Minnesota Department of Health reported 738 new COVID-19 cases and eight deaths today. 	@kare11 minnesota department health reported 738 cases eight deaths today	43.5499749	-96.700327
8787	marvinfloyd	98386707	COVID-19 long haulers on months of debilitating symptoms: ‘They don’t know how to make me better’ via @Yahoo	Kansas City, KS	Sat Aug 15 05:44:58 +0000 2020	2020	8	COVID-19 long haulers on months of debilitating symptoms: ‘They don’t know how to make me better’ via @Yahoo	long haulers months debilitating symptoms know make better @yahoo	39.1134562	-94.626497
8788	maromanpo	210763962	RT @galarufus: Una treintena de personas de la residencia El Mirador de Mataró dan positivo por coronavirus 	Barcelona	Sat Aug 15 05:44:58 +0000 2020	2020	8	RT @galarufus: About thirty people from the El Mirador residence in Mataró test positive for coronavirus	@galarufus thirty people mirador residence mataró test positive	41.3828939	2.1774322
8789	StinsonDana	1496492137	@BrianGa03003863 Actually, had two die this week and an aunt in the hospital. They claim they were doing all of the… 	USA 	Sat Aug 15 05:44:58 +0000 2020	2020	8	@BrianGa03003863 Actually, had two die this week and an aunt in the hospital. They claim they were doing all of the… 	@brianga03003863 actually two die week aunt hospital claim	39.7837304	-100.4458825
8790	4everBam_	948891294591475713	"RT @ThaiPBSWorld: Thailand records no new COVID-19 infections on Saturday



#ThaiPBSWorld"		Sat Aug 15 05:44:57 +0000 2020	2020	8	"RT @ThaiPBSWorld: Thailand records no new COVID-19 infections on Saturday



#ThaiPBSWorld"	@thaipbsworld thailand records infections saturday #thaipbsworld	No latitude	No longitude
8791	danybut	204005413	"RT @latinus_us: Mario Molina, premio Nobel de Química, pide a AMLO usar cubrebocas. #COVID19 #Coronavirus
#Latinus #InformaciónParaTi
"		Sat Aug 15 05:44:57 +0000 2020	2020	8	"RT @latinus_us: Mario Molina, Nobel Laureate in Chemistry, asks AMLO to use mouthguards. # COVID19 #Coronavirus
#Latinus # InformaciónParaTi"	@latinus_us mario molina nobel laureate chemistry asks amlo use mouthguards #latinus informaciónparati	No latitude	No longitude
8792	MScavengers	1291950342792306688	I adore this gorgeous song! And word is they're local to me, and once our state steps up and gets Covid under contr… 	Somewhere hot	Sat Aug 15 05:44:56 +0000 2020	2020	8	I adore this gorgeous song! And word is they're local to me, and once our state steps up and gets Covid under contr… 	adore gorgeous song word they're local state steps gets contr	No latitude	No longitude
8793	BouviesMom	45413265	"RT @maddow: Weekly COVID cases in Cherokee County Georgia schools nearly triple:
"	Philadelphia, PA	Sat Aug 15 05:44:56 +0000 2020	2020	8	"RT @maddow: Weekly COVID cases in Cherokee County Georgia schools nearly triple:
"	@maddow weekly cases cherokee county georgia schools nearly triple	39.9527237	-75.1635262
8794	polescol	1125363703795396608	"Si me agarra coronavirus ojalá tenga las defensas fuertes

Las defensas: "	En algun pub con Scholes	Sat Aug 15 05:44:56 +0000 2020	2020	8	"If coronavirus catches me, I hope I have strong defenses

The defenses:"	catches hope strong defenses defenses	No latitude	No longitude
8795	BloodAid	215188477	"#Delhi Need B+ Covid Recovered #blood plasma donor @ Balaji Action Hospital.
Call 9871061224 #BloodAid via… "	India	Sat Aug 15 05:44:56 +0000 2020	2020	8	"#Delhi Need B+ Covid Recovered #blood plasma donor @ Balaji Action Hospital.
Call 9871061224 #BloodAid via… "	#delhi need b recovered #blood plasma donor balaji action hospital call 9871061224 #bloodaid	22.3511148	78.6677428
8796	HugoLop12141476	1055283801184788480	"RT @eldestapeweb: #URGENTE | Gerardo Morales tiene coronavirus

"		Sat Aug 15 05:44:55 +0000 2020	2020	8	RT @eldestapeweb: #URGENTE | Gerardo Morales has coronavirus	@eldestapeweb #urgente gerardo morales	No latitude	No longitude
8797	johnhallam2001	2189434015	"What will happen if we can't produce a coronavirus vaccine? And is herd immunity the answer?

"	Sydney, New South Wales	Sat Aug 15 05:44:55 +0000 2020	2020	8	"What will happen if we can't produce a coronavirus vaccine? And is herd immunity the answer?

"	happen can't produce vaccine herd immunity answer	-33.8548157	151.2164539
8798	chrisalecanada	16540752	"#COVID19 graphs since the beginning in BC and Canada updated for Aug 14.

I had stopped on July 10 because we had f… "	49.318146,-124.310592	Sat Aug 15 05:44:54 +0000 2020	2020	8	"#COVID19 graphs since the beginning in BC and Canada updated for Aug 14.

I had stopped on July 10 because we had f… "	graphs since beginning bc canada updated aug 14 stopped july 10 f	49.31781155	-124.31083201810333
8799	kimmah_says	16861582	@TheTedAllen Except my job doesn't exist anymore and as lone as Covid is active, I could not back if it did.… 	TN	Sat Aug 15 05:44:54 +0000 2020	2020	8	@TheTedAllen Except my job doesn't exist anymore and as lone as Covid is active, I could not back if it did.… 	@thetedallen except job exist anymore lone active could back	33.8439408	9.400138
8800	PamKUSA	1226658475767410689	RT @lonelyplanet: 	United States	Sat Aug 15 05:44:54 +0000 2020	2020	8	RT @lonelyplanet: 	@lonelyplanet	39.7837304	-100.4458825
8801	AllisaBlue	24991544	RT @FatEmperor: Super article, explains so much. 	Arizona, USA	Sat Aug 15 05:44:54 +0000 2020	2020	8	RT @FatEmperor: Super article, explains so much. 	@fatemperor super article explains much	34.395342	-111.7632755
8802	androidmelody	718169846664577024	RT @TASSCouncil: Check out these posters for COVID preparedness in Ojibwe 		Sat Aug 15 05:44:54 +0000 2020	2020	8	RT @TASSCouncil: Check out these posters for COVID preparedness in Ojibwe 	@tasscouncil check posters preparedness ojibwe	No latitude	No longitude
8803	wbhidco_ltd	3404009327	"NKDA along with WBHIDCO is trying to be by the side of all senior citizens of New Town during this pandemic.
Govern… "	West Bengal, India	Sat Aug 15 05:44:53 +0000 2020	2020	8	"NKDA along with WBHIDCO is trying to be by the side of all senior citizens of New Town during this pandemic.
Govern… "	nkda along wbhidco trying side senior citizens town pandemic govern	22.9964948	87.6855882
8804	Menelopieflower	1239727474482778117	"RT @TheRickWilson: 1 in 3 are struggling to eat in Colorado: ""It would be impossible without the food banks"" via @d…"		Sat Aug 15 05:44:53 +0000 2020	2020	8	"RT @TheRickWilson: 1 in 3 are struggling to eat in Colorado: ""It would be impossible without the food banks"" via @d…"	@therickwilson struggling eat colorado would impossible without food banks @d	No latitude	No longitude
8805	psmauode	603059322	RT @Cooperativa: Ingresan indicación para extender Ley de Protección al Empleo #CooperativaEnCasa 		Sat Aug 15 05:44:53 +0000 2020	2020	8	RT @Cooperativa: They enter an indication to extend the Employment Protection Law #CooperativaEnCasa	@cooperativa enter indication extend employment protection law #cooperativaencasa	No latitude	No longitude
8806	coachtoddhelms	204612259	RT @ByPatForde: Column: Everyone in college sports is miserable right now. 		Sat Aug 15 05:44:53 +0000 2020	2020	8	RT @ByPatForde: Column: Everyone in college sports is miserable right now. 	@bypatforde column everyone college sports miserable right	No latitude	No longitude
8807	hocicon_oficial	916850501265887232	#Hocicón | Coronavirus: México y EU alargan cierre de fronteras a viajes no esenciales hasta el 21 de septiembre de… 	México	Sat Aug 15 05:44:53 +0000 2020	2020	8	# Hocicón | Coronavirus: Mexico and the US extend border closures to non-essential travel until September 21, ...	hocicón mexico extend border closures non-essential travel september 21	22.5000485	-100.0000375
8808	Chechupacha	2984483505	RT @A24COM: El Ministro de Seguridad bonaerense Sergio Berni dio positivo de coronavirus 		Sat Aug 15 05:44:53 +0000 2020	2020	8	RT @ A24COM: Buenos Aires Minister of Security Sergio Berni tested positive for coronavirus	a24com buenos aires minister security sergio berni tested positive	No latitude	No longitude
8809	krusty027	51180613	@808BrandonNator @TheRock @gkittle46 @49ers You to man... except when playing the Hawks. Here's hoping both teams (… 	Vancouver, B.C.	Sat Aug 15 05:44:53 +0000 2020	2020	8	@808BrandonNator @TheRock @gkittle46 @49ers You to man... except when playing the Hawks. Here's hoping both teams (… 	@8 08brandonnator @therock @gkittle46 @49ers man except playing hawks here's hoping teams	49.2608724	-123.1139529
8810	Red_InSanity24	792425648132333568	RT @joerogan: 	United States	Sat Aug 15 05:44:52 +0000 2020	2020	8	RT @joerogan:	@joerogan	39.7837304	-100.4458825
8811	ZimMediaReview	3000984971	Zimbabwe Human Rights NGO Forum has sued the Zimbabwe Prisons and Correctional Services for not adhering to the COV… 		Sat Aug 15 05:44:52 +0000 2020	2020	8	Zimbabwe Human Rights NGO Forum has sued the Zimbabwe Prisons and Correctional Services for not adhering to the COV… 	zimbabwe human rights ngo forum sued zimbabwe prisons correctional services adhering cov	No latitude	No longitude
8812	Abhisek55141608	1292327567807184897	"RT @anubha1812: @PMOIndia @narendramodi 

Small kid struggling for justice wants independence from exploitation , di…"		Sat Aug 15 05:44:51 +0000 2020	2020	8	"RT @anubha1812: @PMOIndia @narendramodi 

Small kid struggling for justice wants independence from exploitation , di…"	@anubha1812 @pmoindia @narendramodi small kid struggling justice wants independence exploitation di	No latitude	No longitude
8813	ThePerilousGirl	2521038733	RT @Harshb_31: Mota bhai After Testing Negative For Coronavirus 🤣🤣 	India	Sat Aug 15 05:44:51 +0000 2020	2020	8	RT @Harshb_31: Mota bhai After Testing Negative For Coronavirus 🤣🤣 	@harshb_31 mota bhai testing negative 🤣 🤣	22.3511148	78.6677428
8814	marino29b	836271002	RT @candura_alice: Continuando così, sarà inevitabile il #Lockdown2 😒 		Sat Aug 15 05:44:50 +0000 2020	2020	8	RT @candura_alice: By continuing like this, # Lockdown2 😒 will be inevitable	@candura_alice continuing like lockdown 😒 inevitable	No latitude	No longitude
8815	WassilissaTwit	2975148785	RT @CBSNews: COVID-19 symptoms often appear in this order, according to a new study 		Sat Aug 15 05:44:50 +0000 2020	2020	8	RT @CBSNews: COVID-19 symptoms often appear in this order, according to a new study 	@cbsnews symptoms often appear order according study	No latitude	No longitude
8816	Ednei633	3043851568	RT @conexaopolitica: China ter criado coronavírus é “teoria da conspiração absurda”, diz embaixador 		Sat Aug 15 05:44:50 +0000 2020	2020	8	RT @conexaopolitica: China creating coronavirus is “absurd conspiracy theory”, says ambassador	@conexaopolitica china creating absurd conspiracy theory says ambassador	No latitude	No longitude
8817	hangao310	200711763	"RT @nhk_news: 「入院者数」「重症者数」「対応ベッド数」全都道府県データ
"	水戸県柏市さいたま区東鷲宮	Sat Aug 15 05:44:49 +0000 2020	2020	8	"RT @nhk_news: ""Number of hospitalized people"" ""Number of severely ill people"" ""Number of beds supported"" All prefecture data"	@nhk_news number hospitalized people number severely ill people number beds supported prefecture data	No latitude	No longitude
8819	chattyqueen53	1592409212	RT @ASavageNation: ALLERGIES AND ASTHMA MAY PROTECT US AGAINST SEVERE EFFECTS OF COVID-19 (here is the SCIENCE)  	United States	Sat Aug 15 05:44:49 +0000 2020	2020	8	RT @ASavageNation: ALLERGIES AND ASTHMA MAY PROTECT US AGAINST SEVERE EFFECTS OF COVID-19 (here is the SCIENCE)  	@asavagenation allergies asthma may protect severe effects science	39.7837304	-100.4458825
8820	The_Japan_News	147463326	The #HealthLaborandWelfareMinistry is planning to implement a new system in which public health nurses will be disp… 	Tokyo, Japan	Sat Aug 15 05:44:49 +0000 2020	2020	8	The #HealthLaborandWelfareMinistry is planning to implement a new system in which public health nurses will be disp… 	#healthlaborandwelfareministry planning implement system public health nurses disp	35.6828387	139.7594549
8821	pastamanity	4711278264	Friend might have coronavirus 	in the gulag	Sat Aug 15 05:44:49 +0000 2020	2020	8	Friend might have coronavirus 	friend might	-2.8667283	-79.0860701
8822	gladys_p8	753309530474307584	RT @gladys_p8: George Soros sees 'revolutionary moment' in coronavirus pandemic - Washington Times 		Sat Aug 15 08:44:56 +0000 2020	2020	8	RT @gladys_p8: George Soros sees 'revolutionary moment' in coronavirus pandemic - Washington Times 	@gladys_p8 george soros sees revolutionary moment pandemic washington times	No latitude	No longitude
8823	Olaoye5	1081931005089464320	Nigeria announces 329 new coronavirus cases via @chronicle.ng	Oshogbo, Nigeria	Sat Aug 15 08:44:53 +0000 2020	2020	8	Nigeria announces 329 new coronavirus cases via @chronicle.ng	nigeria announces 329 cases @chronicle ng	7.7791666	4.5538891
8824	globaldefence	157605748	Japan's economy will contract more than previously expected and suffer mild deflation during the current fiscal yea… 	Deutschland	Sat Aug 15 08:44:52 +0000 2020	2020	8	Japan's economy will contract more than previously expected and suffer mild deflation during the current fiscal yea… 	japan's economy contract previously expected suffer mild deflation current fiscal yea	51.0834196	10.4234469
8825	looking4ans	1282609641667665921	"""This is yet more reason for an immediate independent inquiry into the coronavirus crisis""

"	North East, England	Sat Aug 15 08:44:48 +0000 2020	2020	8	"""This is yet more reason for an immediate independent inquiry into the coronavirus crisis""

"	yet reason immediate independent inquiry crisis	52.5310214	-1.2649062
8826	SprkJoy4BtrDays	1240399877386850304	"RT @yaneerbaryam: Must read 👇👇👇 by @devisridhar

Sorry, Europe, but You Really Can’t Enjoy Vacation This Summer "	Stolen Treaty Land	Sat Aug 15 08:44:48 +0000 2020	2020	8	"RT @yaneerbaryam: Must read 👇👇👇 by @devisridhar

Sorry, Europe, but You Really Can’t Enjoy Vacation This Summer "	@yaneerbaryam must read 👇 👇 👇 @devisridhar sorry europe really enjoy vacation summer	No latitude	No longitude
8827	wezlangdon	2192174179	Coronavirus: Cover-up fears as reviews of Covid-19 deaths among NHS staff to be kept secret  	South Wales	Sat Aug 15 08:44:48 +0000 2020	2020	8	Coronavirus: Cover-up fears as reviews of Covid-19 deaths among NHS staff to be kept secret  	cover-up fears reviews deaths among nhs staff kept secret	42.7089493	-78.5780796
8828	lozrodgers	49256882	More Jiggery pokery from our twisted leaders. Its dusgusting the true fugures of Covid-19 are being civered up to m… 	North East, Scotland.	Sat Aug 15 08:44:46 +0000 2020	2020	8	More Jiggery pokery from our twisted leaders. Its dusgusting the true fugures of Covid-19 are being civered up to m… 	jiggery pokery twisted leaders dusgusting true fugures civered	56.7861112	-4.1140518
8829	housesarehomes	1397874835	RT @HuffPostUK: Some 230,000 private tenants across the country have fallen into rent arrears since the start of the Covid-19 crisis 	south to north and back again	Sat Aug 15 08:44:43 +0000 2020	2020	8	RT @HuffPostUK: Some 230,000 private tenants across the country have fallen into rent arrears since the start of the Covid-19 crisis 	@huffpostuk 230,000 private tenants across country fallen rent arrears since start crisis	No latitude	No longitude
8830	dazingloco	1121785859282366464	RT @allkpopBuzz: Netizens blaming church gatherings for spreading Coronavirus as numbers surge again in the Seoul metropolitan area 	Jakarta Barat, DKI Jakarta	Sat Aug 15 08:44:43 +0000 2020	2020	8	RT @allkpopBuzz: Netizens blaming church gatherings for spreading Coronavirus as numbers surge again in the Seoul metropolitan area 	@allkpopbuzz netizens blaming church gatherings spreading numbers surge seoul metropolitan area	-6.2011483	106.9508267
8831	CountryWideEd	850120910	how do we know they are journos. lot people maskeraiding as journalists. Coronavirus: Auckland asked to wear masks,… 	Some where over the rainbow.	Sat Aug 15 08:44:43 +0000 2020	2020	8	how do we know they are journos. lot people maskeraiding as journalists. Coronavirus: Auckland asked to wear masks,… 	know journos lot people maskeraiding journalists auckland asked wear masks	No latitude	No longitude
8832	julietmbabaz	1282937949718556672	If you think it is time to relax and lower your mask, you might need to think again. The New #Coronavirus is still… 	Rwanda	Sat Aug 15 08:44:39 +0000 2020	2020	8	If you think it is time to relax and lower your mask, you might need to think again. The New #Coronavirus is still… 	think time relax lower mask might need think still	-1.9646631	30.0644358
8833	Barkofatree	757693622124961792	RT @carol_33410: How Mail-In Voting Impacts People Experiencing Homelessness via @hereandnow	Ohio, USA NW	Sat Aug 15 08:44:39 +0000 2020	2020	8	RT @carol_33410: How Mail-In Voting Impacts People Experiencing Homelessness via @hereandnow	@carol_33410 mail-in voting impacts people experiencing homelessness @hereandnow	43.32243	-74.9786
8834	FormosaCuriosa	4170177614	This is not true. Your agency has failed the world on #coronavirus because you are in the pocket of the totalitaria… 	Kaohsiung City, Taiwan	Sat Aug 15 08:44:36 +0000 2020	2020	8	This is not true. Your agency has failed the world on #coronavirus because you are in the pocket of the totalitaria… 	true agency failed world pocket totalitaria	22.6203348	120.3120375
8835	WarrenKembel	931426065532067840	"56 coronavirus deaths in Robeson County, North Carolina.
"		Sat Aug 15 08:44:34 +0000 2020	2020	8	"56 coronavirus deaths in Robeson County, North Carolina.
"	deaths robeson county north carolina	No latitude	No longitude
8836	kmoran_karen	3121009282	"RT @LVADublinPubs: Pub hours may be extended in bid to halt Covid house parties and spread of virus
 "		Sat Aug 15 08:44:33 +0000 2020	2020	8	"RT @LVADublinPubs: Pub hours may be extended in bid to halt Covid house parties and spread of virus
 "	@lvadublinpubs pub hours may extended bid halt house parties spread virus	No latitude	No longitude
8837	deedeebluesky	62770404	RT @Independent: It’s time to end the snobbishness about manual labour | Janet Street-Porter 	Sheffield, England	Sat Aug 15 08:44:33 +0000 2020	2020	8	RT @Independent: It’s time to end the snobbishness about manual labour | Janet Street-Porter 	@independent time end snobbishness manual labour janet street-porter	53.3806626	-1.4702278
8838	CoronaRecovery	1372805012	"902527 people recovered from Corona today. Total Corona virus recoveries: 13878134 
 
 Source: WHO Situation Report… "		Sat Aug 15 08:44:32 +0000 2020	2020	8	"902527 people recovered from Corona today. Total Corona virus recoveries: 13878134 
 
 Source: WHO Situation Report… "	902527 people recovered corona today total corona virus recoveries 13878134 source situation report	No latitude	No longitude
8839	berni999	20672746	"RT @CentralFMNews: Four North Lanarkshire school pupils have tested positive for #coronavirus.

"	Bonnybridge, Scotland	Sat Aug 15 08:44:28 +0000 2020	2020	8	"RT @CentralFMNews: Four North Lanarkshire school pupils have tested positive for #coronavirus.

"	@centralfmnews four north lanarkshire school pupils tested positive	56.0014357	-3.8876642
8840	modi_2_	1135264465174388736	"MODI 2,
Covid-19 news: Coronavirus not seasonal and will bounce back, says WHO  "		Sat Aug 15 08:44:28 +0000 2020	2020	8	"MODI 2,
Covid-19 news: Coronavirus not seasonal and will bounce back, says WHO  "	modi news seasonal bounce back says	No latitude	No longitude
8841	seoraval	110120895	How Coronavirus Compelled These Indians to Be Jugaad ‘Self-Reliant’ 	ahmedabad 	Sat Aug 15 08:44:24 +0000 2020	2020	8	How Coronavirus Compelled These Indians to Be Jugaad ‘Self-Reliant’ 	compelled indians jugaad self-reliant	23.0216238	72.5797068
8842	TiaHeidebrecht	198644515	RT @techinsider: Pathologists debunk 14 new myths about COVID-19 	Sioux City, IA	Sat Aug 15 08:44:59 +0000 2020	2020	8	RT @techinsider: Pathologists debunk 14 new myths about COVID-19 	@techinsider pathologists debunk 14 myths	42.4966815	-96.4058782
8843	kurn85734911	1293158642644971520	@nzherald @JudithCollinsMP if she beleves that they would have done better I seriously doubt ut. Covid is a microsc… 		Sat Aug 15 08:44:59 +0000 2020	2020	8	@nzherald @JudithCollinsMP if she beleves that they would have done better I seriously doubt ut. Covid is a microsc… 	@nzherald @judithcollinsmp beleves would done better seriously doubt ut microsc	No latitude	No longitude
8844	Nairametrics	1427565012	10 Business mistakes to avoid post-COVID-19 	Nigeria	Sat Aug 15 08:44:59 +0000 2020	2020	8	10 Business mistakes to avoid post-COVID-19 	10 business mistakes avoid post-covid	9.6000359	7.9999721
8845	ZIMCODD1	2616948552	We are here in the mineral rich province where @ZIMCODD1 @ZELA_Infor  &amp; @ZCC is hosting Alternative Mining Indaba d… 	9 Bargate, Mt Pleasant, Harare	Sat Aug 15 08:44:58 +0000 2020	2020	8	We are here in the mineral rich province where @ZIMCODD1 @ZELA_Infor  &amp; @ZCC is hosting Alternative Mining Indaba d… 	mineral rich province @zimcodd1 @zela_infor @zcc hosting alternative mining indaba	No latitude	No longitude
8846	Kushaldheeraj	129741398	@Sachin_Ro45 @ramsayz @urstruly_okkadu @ysjagan See govt know that the next question is why hotels not only ramesh… 		Sat Aug 15 08:44:58 +0000 2020	2020	8	@Sachin_Ro45 @ramsayz @urstruly_okkadu @ysjagan See govt know that the next question is why hotels not only ramesh… 	@sachin_ro45 @ramsayz @urstruly_okkadu @ysjagan see govt know next question hotels ramesh	No latitude	No longitude
8847	pinsri9513	1056846234596519936	"RT @Korseries: Mnet ประกาศยกเลิกตารางการถ่ายทำรายการ I-LAND หลังพบพนักงานทำความสะอาดติดเชื้อ COVID-19 

"		Sat Aug 15 08:44:58 +0000 2020	2020	8	RT @Korseries: Mnet cancels I-LAND filming schedule after meeting with cleaning workers infected with COVID-19	@korseries mnet cancels i-land filming schedule meeting cleaning workers infected	No latitude	No longitude
8848	nav_vaidya	529201268	"Be quiet at home &amp; help urself n ur friends
Covid-19 virus reminding us that power of freewill is in our… "		Sat Aug 15 08:44:58 +0000 2020	2020	8	"Be quiet at home &amp; help urself n ur friends
Covid-19 virus reminding us that power of freewill is in our… "	quiet home help urself n ur friends virus reminding power freewill	No latitude	No longitude
8849	politicofilo	4353305009	RT @el_pais: 🔴 ÚLTIMA HORA | Alemania se mantiene por encima de los 1.400 contagios diarios 	Zaragoza, España	Sat Aug 15 08:44:58 +0000 2020	2020	8	RT @el_pais: 🔴 LAST MINUTE | Germany remains above 1,400 daily infections	@el_pais 🔴 last minute germany remains 1,400 daily infections	41.6521342	-0.8809428
