index	Username	UserID	Tweet	Location	Date	Year	Month	Tweet_Translated	Tweets_Clean	Latitude	Longitude
2444	chanceformid	1214628625586311168	"Si Aurore Bergé veut bien expliqué à des milliers de lyceens comment faire pour être ""présent"" en cours tout en  re… "		Mon Feb 03 15:59:59 +0000 2020	2020	2	"If Aurore Bergé is willing to explain to thousands of high school students how to be ""present"" in class while re…"	aurore bergé willing explain thousands high school students present class	No latitude	No longitude
2445	JusteKst5	921746432352243714	"RT @mcspocky: Trump-Loving Conspiracy Nuts Tout Drinking Bleach as a ‘Miracle’ Cure for Coronavirus 

The Qanon peop…"		Mon Feb 03 15:59:59 +0000 2020	2020	2	"RT @mcspocky: Trump-Loving Conspiracy Nuts Tout Drinking Bleach as a ‘Miracle’ Cure for Coronavirus 

The Qanon peop…"	@mcspocky trump-loving conspiracy nuts tout drinking bleach miracle cure qanon peop	No latitude	No longitude
2446	LenKendall	9981522	I just found out the production of my game (being printed in China) is delayed due to the extension of Chinese New… 	Silver Lake, Los Angeles	Mon Feb 03 15:59:59 +0000 2020	2020	2	I just found out the production of my game (being printed in China) is delayed due to the extension of Chinese New… 	found production game printed china delayed due extension chinese	34.0896518	-118.2693735
2448	c_acfreitas	2502539441	RT @WinstonLing: How to protect against the coronavirus 	São Paulo, Brasil	Mon Feb 03 15:59:59 +0000 2020	2020	2	RT @WinstonLing: How to protect against the coronavirus 	@winstonling protect	-23.5506507	-46.6333824
2449	DJoe05_	36283570	RT @AboveAllNorms_: WATCH. THIS. SHIT. #CoronaVirus LMFAOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO 	New Orleans 🛫 Houston	Mon Feb 03 15:59:59 +0000 2020	2020	2	RT @AboveAllNorms_: WATCH. THIS. SHIT. #CoronaVirus LMFAOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO 	@aboveallnorms_ watch shit lmfaooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo	29.742163	-95.419937
2450	Mutawa107	718839288	"RT @EremNews: طلاب اليمن في #ووهان الصينية يتسغيثون لإجلائهم بعد تفشي فيروس #كورونا

#إرم_نيوز #CoronavirusOutbreak #coronavirus "	Dubai	Mon Feb 03 15:59:59 +0000 2020	2020	2	"RT @EremNews: Yemeni students in # Wuhan, China, beg for their evacuation after the outbreak of the Corona virus

#Term_News #CoronavirusOutbreak #coronavirus"	@eremnews yemeni students wuhan china beg evacuation outbreak corona virus #term_news #coronavirusoutbreak	25.0750095	55.18876088183319
2451	JamesCh31927690	1144464303229063170	RT @qz: The China coronavirus is now at the center of Hong Kong’s protests 		Mon Feb 03 15:59:58 +0000 2020	2020	2	RT @qz: The China coronavirus is now at the center of Hong Kong’s protests 	@qz china center hong kong protests	No latitude	No longitude
2452	sanaaaaaaakk	122954903	"@AbdullahKN561 Watch the video and subscribe to @TeamISF_ official channel 

#coronavirus"	I love Pakistan 	Mon Feb 03 15:59:58 +0000 2020	2020	2	"@AbdullahKN561 Watch the video and subscribe to @TeamISF_ official channel 

#coronavirus"	@abdullahkn561 watch video subscribe @teamisf_ official channel	31.573453	74.3062943
2453	JanetW1958	209700238	"RT @northwaleslive: Connor believes he may have caught the disease at a fish market
"	Connah's Quay, North Wales	Mon Feb 03 15:59:58 +0000 2020	2020	2	"RT @northwaleslive: Connor believes he may have caught the disease at a fish market
"	@northwaleslive connor believes may caught disease fish market	53.22602235	-3.0658319818794686
2454	solstice420	21810209	@LuiiSupaFly @Eheroduelist @MaliWarrior @SJWsAttackAll @LuisArruda6 @bennproctor @ianbremmer @devarbol To get a mor… 		Mon Feb 03 15:59:58 +0000 2020	2020	2	@LuiiSupaFly @Eheroduelist @MaliWarrior @SJWsAttackAll @ LuisArruda6 @bennproctor @ianbremmer @devarbol To get a mor…	@luiisupafly @eheroduelist @maliwarrior @sjwsattackall luisarruda @bennproctor @ianbremmer @devarbol get mor	No latitude	No longitude
2455	naughty_365	4882543059	Coronavirus – SANDF medical staff deployed to ports of entry 	Johannesburg, South Africa	Mon Feb 03 15:59:58 +0000 2020	2020	2	Coronavirus – SANDF medical staff deployed to ports of entry 	– sandf medical staff deployed ports entry	-26.205	28.049722
2456	DINAFREY	625344825	"RT @ianbremmer: Wuhan’s coronavirus hospital officially opened today. 
 
Construction began on Jan 24 – 10 days ago.
"		Mon Feb 03 15:59:57 +0000 2020	2020	2	"RT @ianbremmer: Wuhan’s coronavirus hospital officially opened today. 
 
Construction began on Jan 24 – 10 days ago.
"	@ianbremmer wuhan hospital officially opened today construction began jan 24 – 10 days ago	No latitude	No longitude
2457	USAfreedom76	3265656200	RT @Millie__Weaver: Breaking Now: Scientists Confirm Coronavirus Man-Made…Contains ‘pShuttle-SN’ Sequence Proving Laboratory Origin 		Mon Feb 03 15:59:57 +0000 2020	2020	2	RT @Millie__Weaver: Breaking Now: Scientists Confirm Coronavirus Man-Made…Contains ‘pShuttle-SN’ Sequence Proving Laboratory Origin 	@millie__weaver breaking scientists confirm man-made contains pshuttle-sn sequence proving laboratory origin	No latitude	No longitude
2458	nimrah_23	2755248967	"RT @Hira381: #VideoOnCoronaByISF
#coronavirus
 please watch this video 
"	Karachi, Pakistan 	Mon Feb 03 15:59:57 +0000 2020	2020	2	"RT @Hira381: #VideoOnCoronaByISF
#coronavirus
 please watch this video 
"	@hira381 #videooncoronabyisf please watch video	24.8667795	67.0311286
2459	ChanTai27349300	1165578946613694466	RT @ChannelNewsAsia: Hong Kong medical workers strike to urge closure of China border to block virus 		Mon Feb 03 15:59:57 +0000 2020	2020	2	RT @ChannelNewsAsia: Hong Kong medical workers strike to urge closure of China border to block virus 	@channelnewsasia hong kong medical workers strike urge closure china border block virus	No latitude	No longitude
2460	marthaadorno2	1204559040069722113	Es necesidad urgente que el ministerio de salud establezca medidas de protección y prevención para evitar la letal… 	Keller, TX	Mon Feb 03 15:59:56 +0000 2020	2020	2	It is an urgent need for the Ministry of Health to establish protection and prevention measures to avoid the fatal ...	urgent need ministry health establish protection prevention measures avoid fatal	32.9299655	-97.2271249
2461	CarlosO28859673	2231859307	Arriban dos médicos a embajada de Cuba en China para reforzar enfrentamiento a coronavirus Via @Granma_Digital	Sagua la Grande, Cuba.	Mon Feb 03 15:59:56 +0000 2020	2020	2	Two doctors arrive at the Cuban embassy in China to reinforce the confrontation with coronavirus Via @Granma_Digital	two doctors arrive cuban embassy china reinforce confrontation @granma_digital	22.806031	-80.0720426
2462	fridgewelll	1217291822415761409	RT @HotGamerSex: Gotta be careful I don’t catch this coronavirus 	on my way	Mon Feb 03 15:59:56 +0000 2020	2020	2	RT @HotGamerSex: Gotta be careful I don’t catch this coronavirus 	@hotgamersex gotta careful catch	23.9949104	121.5979454
2463	AntonioCiontoli	967615364	Quando si parla di salute non c'è campanilismo che tenga, ma sul #coronavirus date la #buonanotizia che l'intellige… 		Mon Feb 03 15:59:56 +0000 2020	2020	2	When it comes to health there is no parochialism that holds, but on the #coronavirus, give the #good news that the intelligence ...	comes health parochialism holds give #good news intelligence	No latitude	No longitude
2464	TaRulleGulle	53185852	"RT @lercionotizie: #LERCIOSTORY Tossisce al corteo antivaccinisti: è strage #coronavirus  

"	Un lugar de le Marche	Mon Feb 03 15:59:56 +0000 2020	2020	2	RT @lercionotizie: #LERCIOSTORY Coughs at the anti-vaccination procession: it is massacre #coronavirus	@lercionotizie #lerciostory coughs anti-vaccination procession massacre	No latitude	No longitude
2465	biopharmasleuth	362105466	"#coronavirus is being used as cover to spreak computer viruses #cybersecurity 

Also, if you are a Cyber Security e… "	Colorado	Mon Feb 03 15:59:55 +0000 2020	2020	2	"#coronavirus is being used as cover to spreak computer viruses #cybersecurity 

Also, if you are a Cyber Security e… "	used cover spreak computer viruses #cybersecurity also cyber security	38.7251776	-105.6077167
2466	mbaretimes	3431030248	Coronavirus – SANDF medical staff deployed to ports of entry 	Harare, Zimbabwe	Mon Feb 03 15:59:55 +0000 2020	2020	2	Coronavirus – SANDF medical staff deployed to ports of entry 	– sandf medical staff deployed ports entry	-17.831773	31.045686
2467	nzextra	781916066775756800	Hackers use Coronavirus to spread computer virus #cybersec #proofpoint		Mon Feb 03 15:59:54 +0000 2020	2020	2	Hackers use Coronavirus to spread computer virus #cybersec #proofpoint	hackers use spread computer virus #cybersec #proofpoint	No latitude	No longitude
2468	c_godbless	155806868	RT @STcom: Coronavirus: Hong Kong medics strike for China border closure over Wuhan virus fears 		Mon Feb 03 15:59:54 +0000 2020	2020	2	RT @STcom: Coronavirus: Hong Kong medics strike for China border closure over Wuhan virus fears 	@stcom hong kong medics strike china border closure wuhan virus fears	No latitude	No longitude
2469	DesmondP2100	2730912853	RT @Techworm_in: Cybercriminals Using Coronavirus Campaigns To Spread Malware 	Everywhere	Mon Feb 03 15:59:54 +0000 2020	2020	2	RT @Techworm_in: Cybercriminals Using Coronavirus Campaigns To Spread Malware 	@techworm_in cybercriminals using campaigns spread malware	46.9599823	22.0541733
2470	CaptianDiesel	1125670959472627713	RT @FlightGlobal: Royal Jordanian 787 undergoes extensive #coronavirus decontamination 		Mon Feb 03 15:59:54 +0000 2020	2020	2	RT @FlightGlobal: Royal Jordanian 787 undergoes extensive #coronavirus decontamination 	@flightglobal royal jordanian 787 undergoes extensive decontamination	No latitude	No longitude
2471	joseramonrod	145429646	RT @lopezdoriga: El Vaticano envió a China cientos de miles de mascarillas para limitar la propagación del coronavirus 		Mon Feb 03 15:59:54 +0000 2020	2020	2	RT @lopezdoriga: The Vatican sent China hundreds of thousands of masks to limit the spread of the coronavirus	@lopezdoriga vatican sent china hundreds thousands masks limit spread	No latitude	No longitude
2472	Turk1Gok	1186414603418460161	RT @TheEconomist: Xi Jinping has a great deal at stake in the coronavirus crisis 		Mon Feb 03 15:59:54 +0000 2020	2020	2	RT @TheEconomist: Xi Jinping has a great deal at stake in the coronavirus crisis 	@theeconomist xi jinping great deal stake crisis	No latitude	No longitude
2473	yokymp	184442189	RT @ListinDiario: #MundialesLD| China acusa a #EEUU de no ayudar y de crear pánico por el coronavirus #ListínDiario…		Mon Feb 03 15:59:54 +0000 2020	2020	2	RT @ListinDiario: #WorldLD | China accuses #EEUU of not helping and creating panic over the coronavirus # ListínDiario ...	@listindiario #worldld china accuses #eeuu helping creating panic listíndiario	No latitude	No longitude
2474	RAalvii	1217414058984574976	"RT @Hira381: #VideoOnCoronaByISF
#coronavirus
maintain a fit and healthy lifestyle
Check out the video @TeamISF_

Do…"	Punjab, Pakistan	Mon Feb 03 15:59:54 +0000 2020	2020	2	"RT @Hira381: #VideoOnCoronaByISF
#coronavirus
maintain a fit and healthy lifestyle
Check out the video @TeamISF_

Do…"	@hira381 #videooncoronabyisf maintain fit healthy lifestyle check video @teamisf_	31.0	72.0
2475	dufrianord	1030725698460246018	Coronavirus is a cover for a coming food shortage and famine on a global scale is a morbid theory but they done it… 	Sweden	Mon Feb 03 15:59:54 +0000 2020	2020	2	Coronavirus is a cover for a coming food shortage and famine on a global scale is a morbid theory but they done it… 	cover coming food shortage famine global scale morbid theory done	59.6749712	14.5208584
2476	Enteremonos	720521150544134144	🔻 ¿De qué animal proviene el coronavirus de Wuhan? 	Comunidad de Madrid, España	Mon Feb 03 15:59:53 +0000 2020	2020	2	🔻 What animal does the Wuhan coronavirus come from?	🔻 animal wuhan come	40.5248319	-3.771562775451811
2477	Tamias7	4811090693	"@OdellRN @JackPosobiec It's the boomerist of shit, you get a high out of spreading ""get your flu shot"", as if that… "	Somerset, NJ	Mon Feb 03 15:59:53 +0000 2020	2020	2	"@OdellRN @JackPosobiec It's the boomerist of shit, you get a high out of spreading ""get your flu shot"", as if that… "	@odellrn @jackposobiec boomerist shit get high spreading get flu shot	40.5012385	-74.48547748517902
2478	ChanTai27349300	1165578946613694466	RT @TheSun: China sparks fury by comparing travel bans to treatment of Jews during the Holocaust 		Mon Feb 03 15:59:53 +0000 2020	2020	2	RT @TheSun: China sparks fury by comparing travel bans to treatment of Jews during the Holocaust 	@thesun china sparks fury comparing travel bans treatment jews holocaust	No latitude	No longitude
2479	Kev_McLoughlin	419776649	It might not be a vaccine but it tastes good and you soon drop your inhibitions, discard face-masks, hug Chinese pe… 	London	Mon Feb 03 15:59:53 +0000 2020	2020	2	It might not be a vaccine but it tastes good and you soon drop your inhibitions, discard face-masks, hug Chinese pe… 	might vaccine tastes good soon drop inhibitions discard face-masks hug chinese pe	51.5073219	-0.1276474
2480	Kuwago68	891515331440553985	"RT @ABSCBNNews: Duterte allays fears over 2019-#nCoV outbreak
#coronavirus "	Philippines	Mon Feb 03 15:59:52 +0000 2020	2020	2	"RT @ABSCBNNews: Duterte allays fears over 2019-#nCoV outbreak
#coronavirus "	@abscbnnews duterte allays fears #ncov outbreak	12.7503486	122.7312101
2481	ENowcoza	971747306	Coronavirus – SANDF medical staff deployed to ports of entry 	Johannesburg	Mon Feb 03 15:59:52 +0000 2020	2020	2	Coronavirus – SANDF medical staff deployed to ports of entry 	– sandf medical staff deployed ports entry	-26.205	28.049722
2482	fox_12335	967760729741971456	RT @kxcio: esse tem coronavirus, come morcego todo dia. 		Mon Feb 03 21:59:59 +0000 2020	2020	2	RT @kxcio: this one has coronavirus, eats bat every day.	@kxcio one eats bat every day	No latitude	No longitude
2483	samsara1212	621504000	"RT @loeanrdo: Hospital Chino preparado para el coronavirus
Hospital Argentino preparado para el coronavirus "	LIMBO	Mon Feb 03 21:59:58 +0000 2020	2020	2	"RT @loeanrdo: Chinese Hospital prepared for coronavirus
Argentine Hospital prepared for the coronavirus"	@loeanrdo chinese hospital prepared argentine hospital prepared	10.4081737	-9.2268974
2484	mofieblack	237319337	RT @Bilaal_LF: You get coronavirus, YOU get coronavirus, YOU ALL get coronavirus #loveisland 		Mon Feb 03 21:59:58 +0000 2020	2020	2	RT @Bilaal_LF: You get coronavirus, YOU get coronavirus, YOU ALL get coronavirus #loveisland 	@bilaal_lf get get get #loveisland	No latitude	No longitude
2485	HSims492011	808851341913260032	@numer041 @jenniferatntd I say thank you for posting this. I have seen so many videos of people having seizures fro… 	Virginia Beach, VA	Mon Feb 03 21:59:58 +0000 2020	2020	2	@numer041 @jenniferatntd I say thank you for posting this. I have seen so many videos of people having seizures fro… 	@numer041 @jenniferatntd say thank posting seen many videos people seizures fro	36.8529841	-75.9774183
2486	TheRealTlove_	63381077	RT @mayckelTbt: @ComplexPop #coronavirus 	BANK W/ Bitty	Mon Feb 03 21:59:58 +0000 2020	2020	2	RT @mayckelTbt: @ComplexPop #coronavirus 	@mayckeltbt @complexpop	33.4084587	-93.9435181
2487	claudiaottaggio	1633117045	RT @Independent: British man with coronavirus symptoms put into isolation after flying home to UK 	Bs.As. -Argentina	Mon Feb 03 21:59:58 +0000 2020	2020	2	RT @Independent: British man with coronavirus symptoms put into isolation after flying home to UK 	@independent british man symptoms put isolation flying home uk	-36.3789925	-60.3855889
2488	RiverBenderNews	26306160	“You’re talking a handful nationally here with the coronavirus and you’re talking millions with the flu so we need… 	The River Bend Community, IL	Mon Feb 03 21:59:58 +0000 2020	2020	2	“You’re talking a handful nationally here with the coronavirus and you’re talking millions with the flu so we need… 	talking handful nationally talking millions flu need	34.5584088	-112.5107458
2489	BlufOperations	1047135355454050304	RT @EndGameWW3: Breaking news: Hangzhou, Zhejiang, with a population of more than 10 million, is closed. #Coronavirus #China 	Laurentia	Mon Feb 03 21:59:57 +0000 2020	2020	2	RT @EndGameWW3: Breaking news: Hangzhou, Zhejiang, with a population of more than 10 million, is closed. #Coronavirus #China 	@endgameww3 breaking news hangzhou zhejiang population 10 million closed #china	51.5019917	5.7643778
2490	kaybfr	956274180441493504	RT @kxcio: esse tem coronavirus, come morcego todo dia. 	São João de Meriti, Brasil	Mon Feb 03 21:59:57 +0000 2020	2020	2	RT @kxcio: this one has coronavirus, eats bat every day.	@kxcio one eats bat every day	-22.8043744	-43.3724125
2491	saraoki	84963179	"#SinLuz
Providencia
#YoVotoRechazo
#AcusacionConstitucional 
Alameda
#Cadem
Unidad Social
#coronavirus 

Soros: 100… "		Mon Feb 03 21:59:57 +0000 2020	2020	2	"#Without light
Providence
#IVoteRejection
#Accusation
Mall
#Cadem
Social Unit
#coronavirus

Soros: 100…"	#without light providence #ivoterejection #accusation mall #cadem social unit soros 100	No latitude	No longitude
2492	Raimboooo	1131603358148640774	RT @Globalpoliticss: Coronavirus: China admits 'shortcomings and deficiencies' 	Germany 	Mon Feb 03 21:59:56 +0000 2020	2020	2	RT @Globalpoliticss: Coronavirus: China admits 'shortcomings and deficiencies' 	@globalpoliticss china admits shortcomings deficiencies	51.0834196	10.4234469
2493	JodyBelcher7	1181952938266304512	RT @sweetromance: 	Alabama, USA	Mon Feb 03 21:59:56 +0000 2020	2020	2	RT @sweetromance: 	@sweetromance	33.2588817	-86.8295337
2494	AsumeTech	1218868673844301827	Coronavirus: What we know 	US	Mon Feb 03 21:59:56 +0000 2020	2020	2	Coronavirus: What we know 	know	39.7837304	-100.4458825
2495	OpiumWarSolved	1108058168641220608	$EWJ $USDJPY Japanese department store sales plummeted over the Lunar New Year holiday, a first sign the coronaviru… 	Los Angeles, CA	Mon Feb 03 21:59:56 +0000 2020	2020	2	$EWJ $USDJPY Japanese department store sales plummeted over the Lunar New Year holiday, a first sign the coronaviru… 	ewj usdjpy japanese department store sales plummeted lunar year holiday first sign coronaviru	34.0536909	-118.2427666
2496	ekhzam	74755437	Ni los gansos se salvan!!! Todos a la fosa a ser enterrados VIVOS por el #H5N1 activado por #coronavirus en #Wuhan… 	Chile	Mon Feb 03 21:59:55 +0000 2020	2020	2	Not even the geese are saved !!! All to the grave to be buried ALIVE by the # H5N1 activated by #coronavirus in # Wuhan ...	even geese saved grave buried alive h5n1 activated wuhan	-31.7613365	-71.3187697
2497	noxeemajacksonn	1138941626737471488	"RT @MadMawe: Segundo afectado por coronavirus en España:

yo "		Mon Feb 03 21:59:55 +0000 2020	2020	2	"RT @MadMawe: Second affected by coronavirus in Spain:

me"	@madmawe second affected spain	No latitude	No longitude
2498	Find_and_Bind1	1370592074	RT @Reuters: Factbox: Airlines suspend China flights because of coronavirus outbreak 		Mon Feb 03 21:59:55 +0000 2020	2020	2	RT @Reuters: Factbox: Airlines suspend China flights because of coronavirus outbreak 	@reuters factbox airlines suspend china flights outbreak	No latitude	No longitude
2499	andel_jadran	829227043875348481	"Coronavirus má v miliardové Číně už 360 obětí. 
Chřipkový virus má v desetimilionových Čechách víc než 220 obětí.
M… "	Jihočeský, Česká republika	Mon Feb 03 21:59:55 +0000 2020	2020	2	"Coronavirus already has 360 victims in China in billions.
The flu virus has more than 220 victims in the Czech Republic of ten million.
M…"	already 360 victims china billions flu virus 220 victims czech republic ten million	49.0864548	14.600172741470452
2500	JCRC_Phoenix	1089945849059192832	@IsraAID's Emergency Response to Coronavirus Outbreak: 	Phoenix, AZ	Mon Feb 03 21:59:54 +0000 2020	2020	2	@IsraAID's Emergency Response to Coronavirus Outbreak: 	@israaid emergency response outbreak	33.4484367	-112.0741417
2501	stillsafe	20789740	#Coronavirus will be here for some months, says #health secretary 	London  UK	Mon Feb 03 21:59:54 +0000 2020	2020	2	#Coronavirus will be here for some months, says #health secretary 	months says #health secretary	51.5073219	-0.1276474
2502	kaluapiscis	798394423	RT @abc_es: La «frenética» construcción del nuevo hospital en Wuhan por el coronavirus, en imágenes 	madrileña en vitoria, españa	Mon Feb 03 21:59:54 +0000 2020	2020	2	RT @abc_es: The «frantic» construction of the new hospital in Wuhan due to the coronavirus, in pictures	@abc_es « frantic » construction hospital wuhan due pictures	No latitude	No longitude
2503	JMorenaB1	1178393197829148672	RT @YVKE_MUNDIAL: ▶️ Venezuela y Latinoamérica se encuentran libres de casos de Coronavirus  #SomosFortalezaYDedica…	Venezuela carabob	Mon Feb 03 21:59:54 +0000 2020	2020	2	RT @YVKE_MUNDIAL: ▶ ️ Venezuela and Latin America are free of Coronavirus cases # SomosFortalezaYDedica ...	@yvke_mundial ▶ ️ venezuela latin america free cases somosfortalezaydedica	No latitude	No longitude
2504	ScarletM1926	902941272465223680	RT @Forbes: Why coronavirus is a bigger threat to the global economy than previous outbreaks 		Mon Feb 03 21:59:53 +0000 2020	2020	2	RT @Forbes: Why coronavirus is a bigger threat to the global economy than previous outbreaks 	@forbes bigger threat global economy previous outbreaks	No latitude	No longitude
2505	aosfatos	3308973275	ATUALIZAÇÃO. Brasil decreta emergência de saúde pública por conta do #coronavirus. Já são 14 casos suspeitos no paí… 	Brasil	Mon Feb 03 21:59:53 +0000 2020	2020	2	UPDATE. Brazil decrees a public health emergency on account of #coronavirus. There are already 14 suspected cases in the country…	update brazil decrees public health emergency account already 14 suspected cases country	-10.3333333	-53.2
2506	tarheel_texas	1039176325846720512	#ChinaIsLying there’s many more #NCoV cases.               Chinese patriot citizen filmed coronavirus victims in Ch… 	NC to TX	Mon Feb 03 21:59:53 +0000 2020	2020	2	#ChinaIsLying there’s many more #NCoV cases.               Chinese patriot citizen filmed coronavirus victims in Ch… 	#chinaislying many #ncov cases chinese patriot citizen filmed victims ch	-22.74612505	-41.880153583475746
2507	Belle98685746	1153974417430478848	"Coronavirus commonly abbreviated as SARS : severe acute respiratory syndrome
 A couple👫, has been confirmed positiv… "	Massachusetts, USA	Mon Feb 03 21:59:53 +0000 2020	2020	2	"Coronavirus commonly abbreviated as SARS : severe acute respiratory syndrome
 A couple👫, has been confirmed positiv… "	commonly abbreviated sars severe acute respiratory syndrome couple 👫 confirmed positiv	42.3788774	-72.032366
2508	ChapMoney31	138178476	@SeanKorte @ianbremmer Coronavirus has been around. This is just a different form of it. @remindmetweets please rem… 		Mon Feb 03 21:59:52 +0000 2020	2020	2	@SeanKorte @ianbremmer Coronavirus has been around. This is just a different form of it. @remindmetweets please rem… 	@seankorte @ianbremmer around different form @remindmetweets please rem	No latitude	No longitude
2509	AbdulSKyari	789567123601301505	RT @RT_com: When you start coughing at #WHO #coronavirus session… 	Maiduguri, Borno State.	Mon Feb 03 21:59:52 +0000 2020	2020	2	RT @RT_com: When you start coughing at #WHO #coronavirus session… 	@rt_com start coughing #who session	11.8395375	13.1536214
2510	AntoineBondaz	431624965	🇨🇳🦠 Deuxième partie de cette double interview pour @FR_Conversation qui se concentre d’avantage sur les aspects pol… 	🌍🌏🌎	Mon Feb 03 21:59:52 +0000 2020	2020	2	🇨🇳🦠 Second part of this double interview for @FR_Conversation which focuses more on the pol aspects ...	🇨 🇳 🦠 second part double interview @fr_conversation focuses pol aspects	No latitude	No longitude
2511	hormetic	17139469	"""Masks are useless when worn outdoors &amp; may not be very helpful even indoors"" - science reporter #LaurieGarrett (wh… "	Berkeley, CA	Mon Feb 03 21:59:51 +0000 2020	2020	2	"""Masks are useless when worn outdoors &amp; may not be very helpful even indoors"" - science reporter #LaurieGarrett (wh… "	masks useless worn outdoors may helpful even indoors science reporter #lauriegarrett wh	44.3669375	-80.7272504
2512	avatans	41885310	Situation of Pakistani students stuck in #Wuan, China due to #Coronavirus virus outbreak while their Indian counter… 	IL, USA	Mon Feb 03 21:59:51 +0000 2020	2020	2	Situation of Pakistani students stuck in #Wuan, China due to #Coronavirus virus outbreak while their Indian counter… 	situation pakistani students stuck #wuan china due virus outbreak indian counter	39.7837304	-100.4458825
2513	rafaelvelez311	4828346811	"RT @ianbremmer: Wuhan’s coronavirus hospital officially opened today. 
 
Construction began on Jan 24 – 10 days ago.
"	Connecticut	Mon Feb 03 21:59:51 +0000 2020	2020	2	"RT @ianbremmer: Wuhan’s coronavirus hospital officially opened today. 
 
Construction began on Jan 24 – 10 days ago.
"	@ianbremmer wuhan hospital officially opened today construction began jan 24 – 10 days ago	41.6500201	-72.7342163
2514	EndGameWW3	32792712	Virus deaths and infections skyrocket via @newscomauHQ	America	Mon Feb 03 23:59:59 +0000 2020	2020	2	Virus deaths and infections skyrocket via @newscomauHQ	virus deaths infections skyrocket @newscomauhq	51.44770365	5.966069282055592
2515	village_jordan	2304075671	RT @village_jordan: Passengers sprayed with hoses on runway after flying from coronavirus epicentre 	Massachusettes USA	Mon Feb 03 23:59:59 +0000 2020	2020	2	RT @village_jordan: Passengers sprayed with hoses on runway after flying from coronavirus epicentre 	@village_jordan passengers sprayed hoses runway flying epicentre	41.158403	-80.718459
2516	TeleIguana	1169255816647663616	Esta semana llega equipo para diagnosticar Coronavirus: Ministro Alvarado ofreció recomendaciones a todos los venez… 	Venezuela	Mon Feb 03 23:59:59 +0000 2020	2020	2	This week a team arrives to diagnose Coronavirus: Minister Alvarado offered recommendations to all Venezuelans ...	week team arrives diagnose minister alvarado offered recommendations venezuelans	8.0018709	-66.1109318
2517	Ahighervision	392864139	UMass Boston student with coronavirus visited campus health center after returning from China 	Chesterfield, VA	Mon Feb 03 23:59:59 +0000 2020	2020	2	UMass Boston student with coronavirus visited campus health center after returning from China 	umass boston student visited campus health center returning china	36.8437589	-76.2599395
2518	Yuril_sg	1048496313107505152	RT @STcom: Chinese abandon food delivery fearing drivers will spread coronavirus 	Singapore	Mon Feb 03 23:59:59 +0000 2020	2020	2	RT @STcom: Chinese abandon food delivery fearing drivers will spread coronavirus 	@stcom chinese abandon food delivery fearing drivers spread	1.3408630000000001	103.83039182212079
2519	violettemontiel	274347607	RT @CBSNews: Traveled to China lately? Forget going on a cruise 	Miami, Florida	Mon Feb 03 23:59:59 +0000 2020	2020	2	RT @CBSNews: Traveled to China lately? Forget going on a cruise 	@cbsnews traveled china lately forget going cruise	25.7742658	-80.1936589
2520	OtroDiscoDActto	1636150586	RT @MasInfoSv: Mitos y Realidades sobre el #Coronavirus @minsalud 	venezuela	Mon Feb 03 23:59:58 +0000 2020	2020	2	RT @MasInfoSv: Myths and Realities about #Coronavirus @minsalud	@masinfosv myths realities @minsalud	8.0018709	-66.1109318
2521	adriimg_	2147711828	"RT @MadMawe: Segundo afectado por coronavirus en España:

yo "	Valencia, Las Maldivas	Mon Feb 03 23:59:58 +0000 2020	2020	2	"RT @MadMawe: Second affected by coronavirus in Spain:

me"	@madmawe second affected spain	No latitude	No longitude
2522	LatestComments	3088796493	Beijing Sees ‘Major Test’ as Doors to China Close and Coronavirus Deaths Surpass SARS - #LatestComments		Mon Feb 03 23:59:58 +0000 2020	2020	2	Beijing Sees ‘Major Test’ as Doors to China Close and Coronavirus Deaths Surpass SARS - #LatestComments	beijing sees major test doors china close deaths surpass sars #latestcomments	No latitude	No longitude
2523	ashleyshafferx	222594792	"One candidate already has good news as the Iowa caucuses kick off: Bernie Sanders. #TheShortList 
"	LA, sometimes maui	Mon Feb 03 23:59:58 +0000 2020	2020	2	"One candidate already has good news as the Iowa caucuses kick off: Bernie Sanders. #TheShortList 
"	one candidate already good news iowa caucuses kick bernie sanders #theshortlist	No latitude	No longitude
2524	KaiChoh	3934393338	RT @MailOnline: Cruise ships around the world will BAN anyone who has recently travelled to China amid fears of #coronavirus 		Mon Feb 03 23:59:58 +0000 2020	2020	2	RT @MailOnline: Cruise ships around the world will BAN anyone who has recently travelled to China amid fears of #coronavirus 	@mailonline cruise ships around world ban anyone recently travelled china amid fears	No latitude	No longitude
2525	camballet	81476980	RT @bbcmundo: Coronavirus: por qué el brote del virus surgido en Wuhan enfrenta a China y Estados Unidos 	Lima - Perú	Mon Feb 03 23:59:58 +0000 2020	2020	2	RT @bbcmundo: Coronavirus: why the outbreak of the virus that emerged in Wuhan faces China and the United States	@bbcmundo outbreak virus emerged wuhan faces china united states	-12.0621065	-77.0365256
2526	JonesBelova	355161101	@brancowitz Coronavirus be like 	acá	Mon Feb 03 23:59:58 +0000 2020	2020	2	@brancowitz Coronavirus be like 	@brancowitz like	39.3299294	-3.1821056
