	Username	UserID	Tweet	Reply_to	Location	Date	Coordinates
423	ToBeSafeNSound	43987148			United States	Mon Jan 20 23:59:11 +0000 2020	
424	hxpelessforgukk	1090420838610829313	"RT @amehta__: There were plague outbreaks in 1720, 1820, 1920....
This really isn’t our year #coronavirus"		Canada	Mon Jan 20 23:59:10 +0000 2020	
425	nozomu_honda	819917632115601408	China Confirms New Coronavirus Spreads From Humans to Humans via @NYTimes			Mon Jan 20 23:59:09 +0000 2020	
426	betokunsm	176859190	#coronavirus		Puebla	Mon Jan 20 23:59:07 +0000 2020	
427	2019ncoVirus	2448257036	"Seriously though 
You need to be aware of  this coronavirus. 

We are on pace historically for a massive outbreak &amp;… "			Mon Jan 20 23:59:04 +0000 2020	
428	AbnerAlejandro3	1740477690	"RT @smileylix: #coronavirus Mangel
#pasapalabra grido
#EDLP #PremiosOndeon
#dollar"			Mon Jan 20 23:59:03 +0000 2020	
429	carwill78	474789248	These aren’t satellite images and they don’t show evidence of mass cremations in Wuhan via @FullFact		UK	Fri Feb 14 10:59:39 +0000 2020	
430	turnermagic	15085237	On stressful days I normally advise people to stop, take a deep breath, and get out of the house. That may need to…		Atlanta, GA	Mon Mar 09 23:29:58 +0000 2020	
431	CarlaMarco20	1186229395423297536	Based Skapilot @ 18: @ Admbldvin		Gold Country	Mon Feb 17 16:59:46 +0000 2020	
432	purplecat42	2631580059	"RT @DavidB45212563: The 4 coaches collecting potential Coronavirus patients flown in from China. 
Look closely, we are doomed."		Sheffield	Sat Feb 01 11:59:59 +0000 2020	
433	DrOmanand	1222781674963886080	How to Avoid Coronavirus? . The prevention and treatment via @YouTube			Sat Feb 01 11:59:59 +0000 2020	
434	AmericanShipper	31128798	Trans-Pacific container volumes face escalating coronavirus risk. #AmericanShipper #container #maritime #news…		Chattanooga, TN	Sat Feb 01 11:59:59 +0000 2020	
435	MashableItalia	1157215503552851970	Social networks against false news on #coronavirus: the moves of Facebook, Twitter and YouTube		Italia	Sat Feb 01 11:59:59 +0000 2020	
436	yoshimizutani2	302634313	RT @FencingMary: Looking/being Chinese does not mean you have the new Coronavirus!#jenesuispasunvirus #coronavirus		Tokyo	Sat Feb 01 11:59:59 +0000 2020	
437	lily242824	1053376705698689025	"RT @EmergMedDr: Our face masks are from????

You can't make this up.

#coronavirus"			Sat Feb 01 11:59:59 +0000 2020	
438	MarcoCampa10	1191791348380254209	RT @Edourdoo: Coronavirus: US and Australia close borders to Chinese arrivals - BBC News		Roma, Lazio	Sat Feb 01 11:59:59 +0000 2020	
439	Luisjoargue	160194192	"The German patient infected with coronavirus and isolated in a hospital in La Gomera presents ""mild illness"" ..."			Sat Feb 01 11:59:58 +0000 2020	
440	Btslove53856099	1122369825441894402	RT @BTSPublicity: there’s been 12 confirmed cases of the coronavirus in the south korea today, maintain good hygiene and stay safe 💜 			Sat Feb 01 11:59:57 +0000 2020	
441	HullRePublic	270576811	RT @davelee1968: First  coronavirus, now this.		Kingston Upon Hull	Sat Feb 01 11:59:57 +0000 2020	
442	mersintarsusdh	989723468697513985	RT saglikbakanligi: 2019 Ncov (New Coronavirus) What?		Mersin, Türkiye	Sat Feb 01 11:59:57 +0000 2020	
443	otuathail	434041348	"RT @roinnslainte: For updated information on #Coronavirus go to; 

Dept. of Health: 

HPSC:"		Dublin City, Ireland 	Sat Feb 01 11:59:57 +0000 2020	
444	jenrobertson2o2	434156015	RT @BBCWorld: Coronavirus: US and Australia close borders to Chinese arrivals		New York	Sat Feb 01 11:59:57 +0000 2020	
445	nocturcain	763744773379350528	"RT @choculate: Really appreciated the humanity act! 
 
#coronavirus #CoronavirusOutbreak"			Sat Feb 01 11:59:56 +0000 2020	
446	RoxanaUran3	1223574810632114176	I do not know qe think the country but ay qe take action and protect the coronavirus not permir entry of people ...			Sat Feb 01 11:59:56 +0000 2020	
447	InstytutBoyma	229487828	Shanghai Institutes of International Studies issued a report about the epidemic virus crown. We are currently reading, b ...		Warsaw	Sat Feb 01 11:59:56 +0000 2020	
448	Shoeray	87464979	RT @9to5mac: Apple closing all retail stores and offices in China through February 9 due to coronavirus by @bzamayo…		Bricket Wood, 	Sat Feb 01 11:59:56 +0000 2020	
449	MSMunplugged	3319074550	RT @MickeyD44314901: University of York student named as one of confirmed coronavirus patients in UK			Sat Feb 01 11:59:56 +0000 2020	
450	expeditoveloso_	982207338663763969	RT @DCM_online: Coronavirus: unlike Brazil Bolsonaro of civilized countries repatriate citizens in China. Willy, Paris		Brasília, Brasil	Sat Feb 01 11:59:56 +0000 2020	
451	Northpoleshift	1086183121572323330	"RT @ LenaMoser6: coronavirus in Wuhan: Doctors at the limit - ""fistfight"" in emergency department construction site via @China_Welt_News"		Planet Earth 🐵 Absurdistan 🐒	Sat Feb 01 11:59:55 +0000 2020	
452	conitzer	47837509	Most of our Chinese participants were already unable to make it to #AAAI20, but this settles it...  We will allow o…			Sat Feb 01 11:59:55 +0000 2020	
453	n_h_moi	1209073651	RT @samaya_hospital: Novel Coronavirus awareness session was conducted by infection control nurse at Samaya Specialized Center		Abu Dhabi	Sat Feb 01 11:59:55 +0000 2020	
454	nCoV24	1222896661434781698	To prevent the spread of #coronavirus, Hubei Province in China decided to suspend the registration of the m ...			Sat Feb 01 11:59:55 +0000 2020	
455	istitutoluce	1010237011062611968	"I climb on a train.

In the carriage enters a Chinese boy.

One guy says aloud: ""Here, give the Government ..."			Sat Feb 01 11:59:55 +0000 2020	
456	satgotnat	1040457319501520896	Fucking stop coments tell us that he's with coronavirus		Tramandaí, Brasil	Sat Feb 01 11:59:54 +0000 2020	
457	PeteMoring	5628622	#Chinese action FOILED by #UK #Bonkersness .......... #YouCouldntMakeItUp ........... .....…		Berks. UK	Sat Feb 01 11:59:54 +0000 2020	
458	galaktine_	888435352389767168	RT @HimarRT: The coronavirus feeling the calorsito in La Gomera			Sat Feb 01 11:59:54 +0000 2020	
459	tigersliverpool	265217955	So, Coronavirus is another word for flu!		Burwood, Melbourne,au	Sat Feb 01 11:59:54 +0000 2020	
460	DTR_Markets	1125639430537076736	"Yields decline as markets scramble for safety. - 
#safety #China #coronavirus…"		Global	Sat Feb 01 11:59:54 +0000 2020	
461	esIsaacF	1074517372105646080	We all agree that if the Coronavirus occurs in Venezuela, there was no way to control it. It is a escenari ...		Caracas	Sat Feb 01 11:59:54 +0000 2020	
462	Phil_Gooch	475706270	"RT @skarlamangla: This flu season has killed 10,000 Americans. Coronavirus hasn’t killed anyone in the US. 

my latest:"		London, UK	Sat Feb 01 11:59:54 +0000 2020	
463	StandSouth	535220605	"RT @StephenMcDonell: From the Foreign Minister of #Australia: ""If you are in #China, leave as soon as possible""...  #coronavirus"		A Walk in the Clouds	Sat Feb 01 11:59:54 +0000 2020	
464	DeskFouad	1092386911640002560	Weibo verifies profiles of desperate bloggers at the center of the coronavirus outbreak			Sat Feb 01 11:59:54 +0000 2020	
465	IvoTONIUT	552268110	"📣 GOOD NEWS 👏👍

Japanese Institute Succeeds in Isolating Wuhan Coronavirus.

Using the isolated virus, the institut… "		https://ivotoniut.blogspot.com	Sat Feb 01 11:59:53 +0000 2020	
466	Trendynet1	2351702250	Coronavirus, fundraising in Chinatown		Palermo	Sat Feb 01 11:59:53 +0000 2020	
467	RodP13	487110460	Brasil247 @ RT: China reports more deaths and the number of deaths will coronaviruses 247		Belo Horizonte	Sat Feb 01 11:59:53 +0000 2020	
468	quizzus02	701320692	as a precaution and for them not to leave their homes, Chinese authorities suspected enclose families ...		Algérie	Sat Feb 01 11:59:53 +0000 2020	
469	LynnBro850921	847612140244434944	RT @jilevin: Uncertainty, face masks and worry in Illinois suburb where 2 coronavirus patients are treated		Torrance, CA	Sat Feb 01 11:59:53 +0000 2020	
470	gabriele_picchi	476157665	"RT @Azione_it: #Coronavirus, the point of @WRicciardi on emergency management and the precautions to be taken.

#Information"			Sat Feb 01 11:59:53 +0000 2020	
471	GTC62	49857786	RT @SPC_Harry: @RexChapman Coronavirus would've spread so fast in the movie Face-Off.		786	Wed Mar 04 17:44:58 +0000 2020	
472	MisterStop	439394840	Coronavirus prompts CDC to expand travel warning to all of China; top U.S. health official urges Beijing to admit d…			Mon Jan 27 23:59:59 +0000 2020	
473	CashJones624	44192616	RT @MarinaMarraco: #Breaking: First possible case of coronavirus being monitored in Maryland, health officials say		DMV/The Town 	Mon Jan 27 23:59:59 +0000 2020	
474	gustavoviloriar	139262563	@AlvaradoC_MPPS min. The coronavirus is a mutation that has 85% of the above viruses, new property ...		Zulia, Venezuela	Mon Jan 27 23:59:59 +0000 2020	
475	DianaCa2009	1196965757177016321	RT @VillotaRebeca: Chinese patient suspected of having coronavirus has infected both lungs, making breathing difficult q.		Pichincha, Ecuador	Mon Jan 27 23:59:59 +0000 2020	
476	Juansajal	213138047	Go no rreaaaaa #coronavirus 🧬 			Mon Jan 27 23:59:59 +0000 2020	
477	wenny2581	3193836128	"RT @JPenerangan: SPM coronavirus 2019 - COV - PREPAREDNESS PLAN TO HANDLE THE SPREAD



Source: @beritartm

# Corona ..."			Mon Jan 27 23:59:59 +0000 2020	
478	zamzi	51946354	"To date, I have not seen any security measures being taken by the government!
And we are on the eve of the carnival! ..."		Sao Paulo	Mon Jan 27 23:59:59 +0000 2020	
479	lademajagua	88680795	# Cuba strengthens surveillance and border control, to new #coronavirus (+ Infografías)		Cuba	Mon Jan 27 23:59:58 +0000 2020	
480	imfsea_aruna	2266908210	RT @gst183: 26 hospitals identified to handle suspected coronavirus cases @richardrichli @imfsea_aruna @arifsetia20…			Mon Jan 27 23:59:58 +0000 2020	
481	azalassaf	25255438	RT @spectatorindex: MAP: Countries that reported cases of the new strand of coronavirus		Kuwait	Mon Jan 27 23:59:58 +0000 2020	
482	kintnylnd_	2409690096	RT @ehanstock: Some Tips To deal with the coronavirus which he said already there is a positive in Bandung guys. Please.		Indonesia	Mon Jan 27 23:59:57 +0000 2020	
483	ChainParris	729512666239111169	@feistyfrank I’ve always said The Masked Singer is this generation’s Mask of the Red Death. But it will be measles…	42301660.0	Washington, USA	Mon Jan 27 23:59:57 +0000 2020	
484	davidjoselanz	480619659	RT @MMalaverM: Confirmed: the first two cases of Coronavirus in Spain. Avoid contagion. Highly dangerous!			Mon Jan 27 23:59:56 +0000 2020	
485	chamoerconde	1967050826	RT @AFPespanol: # ultimahora first confirmed case of coronavirus in Germany (official). #AFP			Mon Jan 27 23:59:56 +0000 2020	
486	laleonita__	1227859249	#Coronavirus in Germany. Running here then as soon all with breathing masks around? And more importantly, there's ...		Berlin	Mon Jan 27 23:59:56 +0000 2020	
487	PhilHarrison	17759943	RT @CCNMarkets: Is Coronavirus an Excuse for Scared Investors to Bail on ‘Sick’ Stock Market?		Vancouver Island	Mon Jan 27 23:59:56 +0000 2020	
488	BitcoinRogers	1063537986032320512			Malta	Mon Jan 27 23:59:56 +0000 2020	
489	enseegolucky	1119166603663273984	"We caution that if nababagalan the strategies of the government.

Do what must be done to avoid ..."		Republic of the Philippines	Mon Jan 27 23:59:55 +0000 2020	
490	mattos_candie	858962083970301952	RT @wagwanino: How to stay protected from the corona virus  #coronavirus		Maui Hawaii	Mon Jan 27 23:59:55 +0000 2020	
491	rottenbanana101	1182796388792459264	Chinese agents stole coronavirus samples from a Canadian lab . All Chinese nationals need to be removed from any pr…			Mon Jan 27 23:59:55 +0000 2020	
492	El_Poas	1171628333190307840	attention @Maluavi			Mon Jan 27 23:59:55 +0000 2020	
493	wenny2581	3193836128	"RT @JPenerangan: Is That a Novel Coronavirus (2019-nCoV)



Source: @KKMPutrajaya

#coronavirus
# JabatanPenerangan ..."			Mon Jan 27 23:59:55 +0000 2020	
494	mikebertelsen	49482369	Markets AT A Glance - 27 January - The last Monday of January 2020 #dow #markets #stocks #coronavirus		Aledo, Illinois USA	Mon Jan 27 23:59:55 +0000 2020	
495	wenny2581	3193836128	"RT @JPenerangan: Recommendations For Malaysians Following the Novel Coronavirus (2019-COV)



Source: @KKMPutrajaya

# Coron ..."			Mon Jan 27 23:59:55 +0000 2020	
496	gerardooliver	59311802	"#Only in Mexico
# MéxicoMagiaYEncuentro
#coronavirus
#coronarvirues"		19.427228, -99.167668	Mon Jan 27 23:59:55 +0000 2020	
497	raydavaloss	769225030408376320	"¡Esto es velocidad de construcción! ¡Un hospital completo en seis días!😮😳😮

"		Xalapa, Veracruz de Ignacio de	Mon Jan 27 23:59:54 +0000 2020	
498	Takeshi_Matsu12	978576416085192704	"Map the momentum of the new corona virus that spread at a glance ""Coronavirus 2020-nCoV"" - GIGAZINE"		Japan,	Mon Jan 27 23:59:54 +0000 2020	
499	jarvisdavidw	3165574877	"RT @AChinaStory1: ""CDC to travelers: Avoid all nonessential travel to China due to coronavirus outbreak"""		Indiana, USA	Mon Jan 27 23:59:53 +0000 2020	
500	Thomas_195813	535554692			The Palm of God's Right Hand	Mon Jan 27 23:59:53 +0000 2020	
501	vipertoxin	121333842	» WTF: Gates Foundation Sponsored Training for 'Fictional' Coronavirus Outbreak That Caused 65 Million Deaths Last…		Aztec NM	Mon Jan 27 23:59:53 +0000 2020	
502	OccupyDisabled	427865020	Article reports patients are being selected for testing to keep the mortality rate down. If they’re too sick, no te…			Mon Jan 27 23:59:53 +0000 2020	
503	momiji_manjyuu	167945089	"RT @PepaTiku: ""to ruin the world in epidemic"" under the influence of the new coronavirus game is in first place Popularity Index - GIGAZINE
Well this"		この世界の片隅	Mon Jan 27 23:59:53 +0000 2020	
504	ManuduManuel	3103183289	Coronavirus -			Mon Jan 27 23:59:53 +0000 2020	
505	lxllsyrngrc	941209875228499968	"RT @menumpahkan: How to wear a mask
#coronavirus"			Sat Jan 25 23:59:59 +0000 2020	
506	Gendarc_	794558968274255872	"RT @beerusxx: me EVERY day: jveux die, die, die
Coronavirus: h-
me:"		Radiant Garden	Sat Jan 25 23:59:59 +0000 2020	
507	SPandXx	313005658	RT @NEWS1130: #BREAKING: Case of Wuhan coronavirus confirmed in Toronto.			Sat Jan 25 23:59:58 +0000 2020	
508	Cletus1942	2841377931	‘This Time I’m Scared!’ Leading US Health Experts Predicted Coronavirus Could Kill 65 Million People in a Year in C…			Sat Jan 25 23:59:58 +0000 2020	
509	guccigabe03	906635568578158592	RT @siwuol_: rt to save life #coronavirus		Upland, CA	Sat Jan 25 23:59:58 +0000 2020	
510	__realwoo	250778267	"RT @menumpahkan: How to wear a mask
#coronavirus"		exo, ikon 	Sat Jan 25 23:59:58 +0000 2020	
511	shareenaaaaaa	803252864999002112	RT @KonstantinNico: Got deleted! Just repost this! #coronavirus #coronoavirus			Sat Jan 25 23:59:58 +0000 2020	
512	georg_Ok	95528390	RT @AFPespanol: # ultimahora The balance of the coronavirus in China rises to 54 dead, with 300 new cases (government) #AFP		rosario . argentina	Sat Jan 25 23:59:58 +0000 2020	
513	CitizenAnalyst	2918039334	RT @OrwellNGoode: They don't give a f		Clown World	Sat Jan 25 23:59:57 +0000 2020	
514	dDableg	65907306	RT @spectatorindex: MAP: The spread of new strand of coronavirus		All Around Indonesia	Sat Jan 25 23:59:57 +0000 2020	
515	MEDELLINMEDALLO	198755167	RT @la_patilla: Experts fear that China's measures come too late to control the coronavirus		BOGOTA	Sat Jan 25 23:59:57 +0000 2020	
516	Chris_malhechor	566219284	#Coronavirus inpatient suspect in #granada. I Analysis results? (Thanks to the means of com ...		Dónde vivo yo?	Sat Jan 25 23:59:57 +0000 2020	
517	TheBlueWeezy13	3742926253	RT @siwuol_: rt to save life #coronavirus		somewhere procrastinating	Sat Jan 25 23:59:56 +0000 2020	
518	king_jmo	1078418444	Canada announces first confirmed ‘presumptive’ case of coronavirus in Toronto.			Sat Jan 25 23:59:56 +0000 2020	
519	klarinettt	2786953019	RT @ marmarel24 I quietly read a comic Asterix when suddenly #coronavirus			Sat Jan 25 23:59:56 +0000 2020	
520	njrhmr	987560162347991040	RT @KonstantinNico: Got deleted! Just repost this! #coronavirus #coronoavirus			Sat Jan 25 23:59:56 +0000 2020	
521	lautard65	901535478	RT @RFI: Coronavirus: the balance rises to 54 dead, more than 300 new cases in China		antillesGuadeloupe sxm  	Sat Jan 25 23:59:56 +0000 2020	
522	RemyFleurot	2307865916	What if it had exported Macron coronavirus during his last trip to China? To lather ...			Sat Jan 25 23:59:56 +0000 2020	
523	BaronianConsult	1486117886	RT @Crof: Weeks before lockdown, #Wuhan authorities used 'refrigerating strategy’ to downplay #coronavirus			Sat Jan 25 23:59:56 +0000 2020	
524	Hookedonkpop	1197215742288154625	RT @ASBreakingNews: For other updates:		Washington, DC	Sat Jan 25 23:59:55 +0000 2020	
525	BienPerez	623298279	"Beijing confirms use of anti-HIV drugs to treat #coronavirus patients at some hospitals
The number of infections in…"		Hong Kong	Sat Jan 25 23:59:55 +0000 2020	
526	ancestralgriev1	1177030287445942272	RT @OrwellNGoode: They don't give a f		Coming for your stuff	Sat Jan 25 23:59:54 +0000 2020	
527	HaraKHere	1212885942983249921	#coronavirus			Sat Jan 25 23:59:54 +0000 2020	
528	103_tamao	313142278	RT @nhk_news: in response to the fact that [SARS] of the new type of coronavirus in China infection is expanding, travel company in China, the group travel to foreign countries, including Japan, from 27 days, the time being, to stop it was made to be. It summarizes the latest news and basic knowledge of the atypical pneumonia.		♥️…………🔫	Sat Jan 25 23:59:54 +0000 2020	
529	jenrobertson2o2	434156015	RT @Independent: Canada confirms first case of coronavirus, as death toll jumps to more than 50		New York	Sat Jan 25 23:59:54 +0000 2020	
530	toriiwilliamss	4800738367	RT @Hasan_Muhassin: World Health Organisation advice to reduce the risk of #CoronaVirus infection.			Sat Jan 25 23:59:54 +0000 2020	
531	haannnaaaaaaaaa	381957100	RT @PressTV: This video tell you all you need to know about the deadly #coronavirus		Johor Bahru, Johor	Sat Jan 25 23:59:54 +0000 2020	
532	cybyst	3099880800	RT @ForeignPolicy: Ten simple precautions to protect you from contracting the Wuhan virus, by @Laurie_Garrett		TX	Sat Jan 25 23:59:54 +0000 2020	
533	DPdelinterior	348658631	#Internacionales #China 🇨🇳 #coronavirus CHINA EN ALERTA, PROHÍBE VIAJES TURÍSTICOS GRUPALES PARA EVITAR EXPANSIÓN D… 		Villa Mercedes (San Luis)	Sat Jan 25 23:59:54 +0000 2020	
534	czaajkaa21	1024330625367588864	RT @mohaa_zz: Ebola when he heard of coronavirus		Seine-Maritime	Sat Jan 25 23:59:54 +0000 2020	
535	misshirai	2915590268	"RT @menumpahkan: How to wear a mask
#coronavirus"		Bakakeng ❄️	Sat Jan 25 23:59:53 +0000 2020	
536	J__a_r_i0222	1160039431174160384	RT @nhk_news: in response to the fact that [SARS] of the new type of coronavirus in China infection is expanding, travel company in China, the group travel to foreign countries, including Japan, from 27 days, the time being, to stop it was made to be. It summarizes the latest news and basic knowledge of the atypical pneumonia.			Sat Jan 25 23:59:53 +0000 2020	
537	elVenaoplayero	2427984810	The good thing here in town twistter international, find the #coronavirus vaccine before it reaches fb		México  D.F.	Sat Jan 25 23:59:53 +0000 2020	
538	moncayotheurer	212133481	"#Urgent
#Paciente #Chino in #Ecuador first had #coronavirus, then left him and gave #Hepatitis B. Inf ..."		Guayaquil, Ecuador	Sat Feb 08 21:59:59 +0000 2020	
539	JoyOmokore	1674409189	RT @jennfranconews: Source: (2/2)		Denton, TX	Sat Feb 08 21:59:58 +0000 2020	
540	John4Jabulani	1105627016299200513	"The reason #Chinese are getting all this sickness is what they eat.
#CoronaVirus"		Abuja, Nigeria 🇳🇬🇳🇬🇳🇬	Sat Feb 08 21:59:58 +0000 2020	
541	christianmera3	826094347	RT @tampocolapavada: The first patient with Coronavirus in Romania		argentina	Sat Feb 08 21:59:57 +0000 2020	
542	Sylvestri_Telii	1220632805106966528	"@Conflits_FR #coronavirus #CHU #Poitiers. #CORONAVIRUSENFRANCE
Committing a gross error of date, Ve ..."	1.2143156190314783e+18		Sat Feb 08 21:59:56 +0000 2020	
543	kerziouk	2973745205	RT @EUvsDisinfo: Conspiracy theories go viral on Russian state-controlled media. #coronavirus		London	Sat Feb 08 21:59:56 +0000 2020	
544	EricGdelRosario	2220734040	"The New York Times: Coronavirus Live Updates: An American in Wuhan Dies of the Virus.


via @GoogleNews"		Richmond, British Columbia	Sat Feb 08 21:59:55 +0000 2020	
545	MrProfChanda	937116781768003590	RT @IBJIYONGI: If China valued free speech, there would be no coronavirus crisis		Massachusetts, USA	Sat Feb 08 21:59:55 +0000 2020	
546	_morais_7	870020300376821760	The guy got coronavirus after this			Sat Feb 08 21:59:54 +0000 2020	
547	Horriyah	377967159	RT @Reuters: Factbox: Carmakers close Chinese factories because of coronavirus			Sat Feb 08 21:59:53 +0000 2020	
548	syedmhdarif_	592440047	"RT @Ooranjan: Drone shots or Wuhan. Literally it's a Ghost Town.

#Wuhan #CoronaVirus"		Malaysia	Sat Feb 08 21:59:53 +0000 2020	
549	Browndeus	779652400600719362	RT @AFP: #BREAKING US citizen dies of coronavirus in Wuhan: embassy		London town England North 	Sat Feb 08 21:59:52 +0000 2020	
550	nico_alvarado18	4071003017	"RT @OlaTinee: Coronavirus: Africa are you ready??? 

Africans: Yeaaa 

Coronavirus: I said Africans are you readdyyyyyyy 🤘🏾🤘🏾🤘🏾🤘🏾🤘🏾 "			Sat Feb 08 21:59:52 +0000 2020	
551	BpsmithUk	2827556878	"Cab has written a very accessible ""all you need to know about how virusses work &amp; how we beat them, &amp; why they aren… "		Either in UK, AFrica, EU or Ukraine	Sat Feb 08 21:59:52 +0000 2020	
552	rick04123592	1078288461793116162	RT @Reuters: Five Britons contract coronavirus in French ski resort			Sat Feb 08 21:59:52 +0000 2020	
553	ClaraAn09096353	1924650746	Nothing more looking guilty but all are eaten			Sat Feb 08 21:59:52 +0000 2020	
554	pmd2500	983952144	@JdubHawaii15 @1010WINS Not spreading any disinformation.  Just retweeted an article that clearly states the mans d…	887997146.0	United States	Sat Feb 08 21:59:52 +0000 2020	
555	CBSNews	15012486	"PROTECT THE PANGOLINS: Pangolins are having a rough start to 2020 — along with scientists believing the ""scaly ante…"		New York, NY	Sat Feb 08 21:59:51 +0000 2020	
556	ClubEditorial	465478461	🔵 Serpientes, murciélagos, civetas… ¿de dónde proviene el coronavirus de Wuhan? #Análisis 		Comunidad de Madrid, España	Sat Feb 08 21:59:51 +0000 2020	
557	kaylo1012	2182215075	@A_M_Duperre Don’t forget the coronavirus!	500378211.0	Albany NY	Sat Feb 08 21:59:51 +0000 2020	
558	carlos_luis64	115163295	RT @ScottGottliebMD: Coronavirus Is Bad. Comparing It to the Flu Is Worse | WIRED		Caracas, Venezuela	Sat Feb 08 21:59:50 +0000 2020	
559	elisabeth_pal	2713591741	RT @Yeahman6464: @Spiritism00 @howroute		Camden Haven NSW Australia 	Sat Feb 08 21:59:50 +0000 2020	
560	Marcolv60366152	1127779838457253888	Coronavirus, WHO will send mission to China next week via @El_Universal_Mx			Sat Feb 08 21:59:50 +0000 2020	
561	ours_noun	1061720186271793152	it's just like hell. OMS mute these tweets and say again we are fool or stupid #OMS #coronavirus @EmmanuelMacron 			Sat Feb 08 21:59:49 +0000 2020	
562	johnnyabigman	990243977277341697	Honestly I hope coronavirus doesn't arrive there bc the situation could be TRAGIC  		nctown	Sat Feb 08 21:59:49 +0000 2020	
563	FacuJuarez08	1869804726	RT @Antorommer: Y... algunos Argentinos sufren una enfermedad peor que el coronavirus 			Sat Feb 08 21:59:49 +0000 2020	
564	Viidakkotimppa	4230685212	#Coronavirus #CoronaOutbreak Remember! The virus will punish dearly those who are SKIPPING THE LEG DAYS! 			Sat Feb 08 21:59:49 +0000 2020	
565	yasminkasapx	57315460	RT @weirdnews: US man wears plastic tent on plane to avoid coronavirus 		Bexley, London	Sat Feb 08 21:59:48 +0000 2020	
566	RVictoriaMalibu	2748259446	RT @Reuters: Factbox: Carmakers close Chinese factories because of coronavirus 		CALIFORNIA	Sat Feb 08 21:59:48 +0000 2020	
567	wilrazam	130247597	"RT @CarusiDra: Descubren que la materia fecal es otra vía de transmisión del coronavirus
"			Sat Feb 08 21:59:48 +0000 2020	
568	Kathy76147641	1002169745737691136	"RT @BenKTallmadge: Coronavirus Bioweapon - 
How China Stole Coronavirus From Canada And Weaponized It

"			Sat Feb 08 21:59:48 +0000 2020	
569	AusOpinion	769012542	COMMENT| Sometimes disasters illuminate a society’s weakness. Here are 10 lessons the coronavirus epidemic has taug… 		Australia	Sat Feb 08 21:59:48 +0000 2020	
570	LeoLanze11	948997453101060096	"RT @so_ferrari_CARP: Argentina está preparada para activar el protocolo de emergencia contra el Coronavirus.

El protocolo: "			Sat Feb 08 21:59:48 +0000 2020	
571	latasrinivasan	14506539	RT @Reuters: Factbox: Carmakers close Chinese factories because of coronavirus 		India	Sat Feb 08 21:59:47 +0000 2020	
572	JordiAmadeus	971226290	"RT @SinEmbargoMX: El daño no es mañana, es ahora: el comercio México-China tiene ya primer síntoma del coronavirus
  "			Sat Feb 08 21:59:47 +0000 2020	
573	nononoel96	730415597465403397	"RT @tangerine0529: How to prevent CoronaVirus?
Worth sharing.. keep safe everyone!

😍😷❤ "		Baltimore, MD	Sun Jan 26 15:59:59 +0000 2020	
574	fmtoday	102098902	He was travelling in a tourist bus at the Sultan Abu Bakar Customs, Immigration and Quarantine  Complex at Tanjung… 		ÜT: 3.099457,101.681025	Sun Jan 26 15:59:59 +0000 2020	
575	Krol0220	163252753	"RT @dr_ezquerra: Radiografías del mismo paciente infectado por #coronavirus, día 8 y 11.

#nCoV2019

DOI: 10.1056/NEJMoa2001017 "		Tibás	Sun Jan 26 15:59:59 +0000 2020	
576	KollelNiyes	862124840857341957	"To clarify it's Orange County, California (Palm springs area)
"		New York, USA	Sun Jan 26 15:59:59 +0000 2020	
577	fuxxkz	2299121130	RT @lilsasquatch66: Pray to god her boyfriend gets the coronavirus 		Chandler, AZ	Sun Jan 26 15:59:59 +0000 2020	
578	Gillet2Jean	709721583221350400	"RT @antoinellorca: Cette titraille... 🤦🏻‍♂️🤦🏻‍♂️
#coronavirus "		Provence-Alpes-Côte d'Azur	Sun Jan 26 15:59:58 +0000 2020	
579	_asfaa	155584136	"RT @elmnzhri: #Coronavirus spreading in our country

The government: "		The State of Nine	Sun Jan 26 15:59:58 +0000 2020	
580	realmanobrow	827366553091846144	RT @Reuters: Public anger grows over coronavirus in Thailand, with eight cases of the illness 		A Park In Botswana	Sun Jan 26 15:59:58 +0000 2020	
581	LeCream1	3231945432	RT @ABC7: #BREAKING First case of coronavirus confirmed in Orange County, health officials say 		Fontana, CA	Sun Jan 26 15:59:58 +0000 2020	
582	Sarah_Boxer	41272328	China says coronavirus can spread before symptoms show -- calling into question US containment strategy - CNN 			Sun Jan 26 15:59:57 +0000 2020	
583	IzwanSajjer	1012384897	I didnt give any comments for any precaution steps taken by our government regarding #CoronaVirus because i believe… 		Selangor, Malaysia	Sun Jan 26 15:59:57 +0000 2020	
584	103FMTrinidad	589196035	The new coronavirus that has spread to almost 2,000 people is infectious in its incubation period (when a person ha… 		St. James, Port of Spain	Sun Jan 26 15:59:56 +0000 2020	
585	RaviRomo	299891017	As China’s epidemic continues to spread, things may seem scary. Here are ten simple precautions that can protect yo… 		London Singapore OnTheRoad	Sun Jan 26 15:59:56 +0000 2020	
586	nffonge	2928576308	"RT @CGTNOfficial: Here is the latest on the #CoronavirusOutbreak

more: "		♡𝘴𝘦𝘰𝘯𝘨𝘸𝘶 ♡𝘺𝘪𝘦𝘯	Sun Jan 26 15:59:56 +0000 2020	
587	Lord__Akira	479970709	RT @wildgooseLIVE: tmw she bites into your huge uncircumcised cock and contracts the coronavirus on twitch dot tv 			Sun Jan 26 15:59:56 +0000 2020	
